calibrations,residual_count,initial_soc_kwh,final_soc_kwh,calibration_seconds,day_seconds
"[{'theta': array([-3316.67642155]), 'n_active': 1, 'beta1_train': -555.2839410230403, 'beta0_train': -556.9691288354628, 'beta1_val': -548.1440529185708, 'beta0_val': -550.5149977047433, 'selected_score': -556.9691288354628, 'evaluations': 20, 'seconds': 0.030213699996238574, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-7.97921166e+03, -6.73885940e-01]), 'n_active': 2, 'beta1_train': -647.0343733076559, 'beta0_train': -1680.0, 'beta1_val': -851.8174169496683, 'beta0_val': -1680.0, 'selected_score': -1680.0, 'evaluations': 35, 'seconds': 0.03193900000769645, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-9600.,     0., -9600.,     0.]), 'n_active': 4, 'beta1_train': -81.17651411514525, 'beta0_train': -45.959946789140915, 'beta1_val': -521.0506879957213, 'beta0_val': -537.8479522965513, 'selected_score': -45.959946789140915, 'evaluations': 185, 'seconds': 0.14521100001002196, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3596.164455210751,3703.601718878254,0.207363700013957,0.32884349999949336
"[{'theta': array([-5206.37099409]), 'n_active': 1, 'beta1_train': -1467.8533632491044, 'beta0_train': -1469.5394877297913, 'beta1_val': -1510.4173803786898, 'beta0_val': -1510.4173803786898, 'selected_score': -1469.5394877297913, 'evaluations': 20, 'seconds': 0.03144380000594538, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-7.67155156e+03,  1.80960898e+00]), 'n_active': 2, 'beta1_train': -3660.5864754115273, 'beta0_train': -4478.4, 'beta1_val': -4034.3315108132774, 'beta0_val': -4478.4, 'selected_score': -4478.4, 'evaluations': 35, 'seconds': 0.033867400008603, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-4.09905725e+01, -9.01825517e-01, -1.99958939e+03,  2.51039686e-01]), 'n_active': 4, 'beta1_train': -3431.098015413153, 'beta0_train': -3391.6583269160537, 'beta1_val': -4012.6134607661666, 'beta0_val': -4012.6134607661666, 'selected_score': -3444.15850080606, 'evaluations': 185, 'seconds': 0.1590035999979591, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3703.601718878254,9768.677551680827,0.22431480001250748,0.3485437000053935
"[{'theta': array([-471.02864858]), 'n_active': 1, 'beta1_train': -4028.5120174858803, 'beta0_train': -4047.3501161924114, 'beta1_val': -4050.0, 'beta0_val': -4050.0, 'selected_score': -4047.3501161924114, 'evaluations': 15, 'seconds': 0.02788289998716209, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-4.51031078e+03,  1.13111447e+00]), 'n_active': 2, 'beta1_train': -516.3206637263303, 'beta0_train': -2962.6575699081486, 'beta1_val': -185.78672012558627, 'beta0_val': -3053.749283045636, 'selected_score': -2962.6575699081486, 'evaluations': 65, 'seconds': 0.04745820000243839, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-8.54844657e+03, -1.03718807e+00, -7.83600109e+03, -1.25452757e+00]), 'n_active': 4, 'beta1_train': 51.76983129062317, 'beta0_train': -308.9182460105261, 'beta1_val': -973.8198799057307, 'beta0_val': -1129.189857222222, 'selected_score': -308.9182460105261, 'evaluations': 185, 'seconds': 0.13419629998679738, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,9768.677551680827,2992.9300824074057,0.20953739997639786,0.3260459000011906
"[{'theta': array([-8222.69973338]), 'n_active': 1, 'beta1_train': -2558.173373204738, 'beta0_train': -2562.1417894315955, 'beta1_val': -2484.6643162668415, 'beta0_val': -2484.6643162668415, 'selected_score': -2562.1417894315955, 'evaluations': 25, 'seconds': 0.03335040000092704, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-5.80385411e+03,  3.50297381e-01]), 'n_active': 2, 'beta1_train': -371.4850083805506, 'beta0_train': -2851.960167320225, 'beta1_val': -1.3879416853392286, 'beta0_val': -2611.169847680173, 'selected_score': -2851.960167320225, 'evaluations': 95, 'seconds': 0.06225000000267755, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-544.4437051 ,    1.23983811,    0.        ,    0.        ]), 'n_active': 4, 'beta1_train': 10.61509018846897, 'beta0_train': -101.10503209529314, 'beta1_val': -1084.7896741416153, 'beta0_val': -1084.7896741416153, 'selected_score': -112.93014834501793, 'evaluations': 185, 'seconds': 0.1382551999995485, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2992.9300824074057,3269.289573977988,0.23385560000315309,0.34760339999047574
"[{'theta': array([-3116.63503837]), 'n_active': 1, 'beta1_train': -4139.916411852294, 'beta0_train': -4161.4730291839805, 'beta1_val': -4084.0000818166664, 'beta0_val': -4149.832339855967, 'selected_score': -4161.4730291839805, 'evaluations': 20, 'seconds': 0.029762799997115508, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-3.45443196e+03, -1.19873798e+00]), 'n_active': 2, 'beta1_train': -706.2575584613231, 'beta0_train': -3321.338275083078, 'beta1_val': -268.76476384376474, 'beta0_val': -3454.520575309382, 'selected_score': -3321.338275083078, 'evaluations': 45, 'seconds': 0.034811700010322966, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-8.34167664e+03, -1.77166448e+00, -1.43384766e+02, -6.49828225e-01]), 'n_active': 4, 'beta1_train': -91.58363417380035, 'beta0_train': -270.71280354979837, 'beta1_val': -1241.644258796241, 'beta0_val': -1241.644258796241, 'selected_score': -273.4014494622224, 'evaluations': 185, 'seconds': 0.1397378999972716, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3269.289573977988,3402.0443318862403,0.20431240000471007,0.31433120000292547
"[{'theta': array([-5091.24988829]), 'n_active': 1, 'beta1_train': -4034.346735732474, 'beta0_train': -4045.5374897117717, 'beta1_val': -4028.4096881292962, 'beta0_val': -4028.4096881292962, 'selected_score': -4045.5374897117717, 'evaluations': 25, 'seconds': 0.03474390000337735, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-4.32337735e+03, -9.09920860e-02]), 'n_active': 2, 'beta1_train': -90.23099444742914, 'beta0_train': -2693.0488865312427, 'beta1_val': 448.64243751271306, 'beta0_val': -2176.207374874173, 'selected_score': -2693.0488865312427, 'evaluations': 55, 'seconds': 0.043501299995114096, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-7.47677709e+03,  1.26070271e+00, -8.04601535e+01,  1.28189779e-01]), 'n_active': 4, 'beta1_train': -101.00095176321813, 'beta0_train': -240.6000901488723, 'beta1_val': -1151.4482496840296, 'beta0_val': -1151.4482496840296, 'selected_score': -245.46202076139153, 'evaluations': 185, 'seconds': 0.1414772999996785, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3402.0443318862403,2797.6122786807905,0.21972249999816995,0.3356744000047911
"[{'theta': array([-5622.55267018]), 'n_active': 1, 'beta1_train': -1881.3249718732443, 'beta0_train': -1913.7326819424977, 'beta1_val': -1913.5656145320793, 'beta0_val': -1913.5656145320793, 'selected_score': -1913.7326819424977, 'evaluations': 50, 'seconds': 0.058982600006856956, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-5.94190893e+03,  3.61389671e-01]), 'n_active': 2, 'beta1_train': 1064.1638324863766, 'beta0_train': -1533.5849769580443, 'beta1_val': 936.5367287497352, 'beta0_val': -1727.6963768010314, 'selected_score': -1533.5849769580443, 'evaluations': 95, 'seconds': 0.06319130001065787, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-7.62322589e+03,  7.22933051e-03, -5.17199097e+02, -5.64188368e-01]), 'n_active': 4, 'beta1_train': 406.2730085090656, 'beta0_train': 303.20087157628495, 'beta1_val': -535.0017817491572, 'beta0_val': -535.0017817491572, 'selected_score': 303.20087157628495, 'evaluations': 125, 'seconds': 0.10249789999215864, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}]",42,2797.6122786807905,3283.4647090282065,0.22467180000967346,0.34351629999582656
"[{'theta': array([-1033.48140488]), 'n_active': 1, 'beta1_train': -353.1692945772141, 'beta0_train': -364.2648671597614, 'beta1_val': -385.38861229370616, 'beta0_val': -385.38861229370616, 'selected_score': -364.2648671597614, 'evaluations': 20, 'seconds': 0.029962399989017285, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-1.97838627e+03,  9.14358767e-01]), 'n_active': 2, 'beta1_train': -832.3206624537545, 'beta0_train': -1489.1999999999998, 'beta1_val': -832.0973395190456, 'beta0_val': -1489.2, 'selected_score': -1489.1999999999998, 'evaluations': 95, 'seconds': 0.06407029999536462, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-3.98133568e+03, -1.73187397e-01, -5.34281258e+01,  7.85585606e-01]), 'n_active': 4, 'beta1_train': 416.25810928555546, 'beta0_train': 399.3561893783607, 'beta1_val': -384.63531876113007, 'beta0_val': -455.69062123319156, 'selected_score': 393.7415688039291, 'evaluations': 185, 'seconds': 0.1388064999919152, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3283.4647090282065,2193.704487026861,0.2328391999762971,0.3463117999926908
"[{'theta': array([-4093.71353865]), 'n_active': 1, 'beta1_train': -937.5490133965809, 'beta0_train': -946.6650932910641, 'beta1_val': -953.118739206206, 'beta0_val': -970.3476485477696, 'selected_score': -946.6650932910641, 'evaluations': 20, 'seconds': 0.0288622999942163, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-8.70165930e+03,  1.32306848e+00]), 'n_active': 2, 'beta1_train': -3014.5090927608803, 'beta0_train': -3706.7999999999997, 'beta1_val': -3131.276726078057, 'beta0_val': -3706.7999999999997, 'selected_score': -3706.7999999999997, 'evaluations': 95, 'seconds': 0.06288209999911487, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-9600.,     0., -9600.,     0.]), 'n_active': 4, 'beta1_train': -193.41553658277428, 'beta0_train': -210.7413055419287, 'beta1_val': -951.8454249790051, 'beta0_val': -956.6060946742975, 'selected_score': -210.7413055419287, 'evaluations': 65, 'seconds': 0.06368329998804256, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Optimization terminated successfully.'}]",42,2193.704487026861,3022.8997913216763,0.15542769998137373,0.27078430000983644
"[{'theta': array([-1301.51444041]), 'n_active': 1, 'beta1_train': -3667.009206784366, 'beta0_train': -3815.6512825979758, 'beta1_val': -3515.0453154229976, 'beta0_val': -3762.8388937511213, 'selected_score': -3815.6512825979758, 'evaluations': 20, 'seconds': 0.030104299992672168, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-6.80630635e+03,  9.93706472e-01]), 'n_active': 2, 'beta1_train': -113.0270184036678, 'beta0_train': -2715.9769858726136, 'beta1_val': -707.709514814801, 'beta0_val': -3123.417838428453, 'selected_score': -2715.9769858726136, 'evaluations': 35, 'seconds': 0.032579899998381734, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-8.99372059e+03,  1.65094254e+00, -1.15525319e+02, -9.96695495e-01]), 'n_active': 4, 'beta1_train': 484.9672324158626, 'beta0_train': 305.9863917546888, 'beta1_val': -607.7483553727477, 'beta0_val': -703.5794699260545, 'selected_score': 292.952141259437, 'evaluations': 185, 'seconds': 0.14000379999924917, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3022.8997913216763,2804.006975278244,0.20268799999030307,0.31692430000111926
"[{'theta': array([-1931.19063416]), 'n_active': 1, 'beta1_train': -3372.964641943284, 'beta0_train': -3408.1453250164113, 'beta1_val': -3409.2000000000003, 'beta0_val': -3409.2000000000003, 'selected_score': -3408.1453250164113, 'evaluations': 20, 'seconds': 0.0323847000108799, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-8.11275248e+03,  1.05448197e+00]), 'n_active': 2, 'beta1_train': -135.81199402202395, 'beta0_train': -2880.4309739219, 'beta1_val': -848.642019621172, 'beta0_val': -3106.7072859952827, 'selected_score': -2880.4309739219, 'evaluations': 95, 'seconds': 0.0652507000049809, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-4.22696702e+02,  1.07751666e+00, -2.46953992e+02,  3.51336123e-01]), 'n_active': 4, 'beta1_train': 461.8892360271944, 'beta0_train': 333.1598467948936, 'beta1_val': -954.1288335321444, 'beta0_val': -954.1288335321444, 'selected_score': 318.1549409231129, 'evaluations': 185, 'seconds': 0.13656150001042988, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2804.006975278244,2330.8371113302574,0.23419690002629068,0.34769280000182334
"[{'theta': array([-3388.62357094]), 'n_active': 1, 'beta1_train': -3235.567872607963, 'beta0_train': -3265.389501828465, 'beta1_val': -3266.4, 'beta0_val': -3266.4, 'selected_score': -3265.389501828465, 'evaluations': 20, 'seconds': 0.03071200000704266, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-4.24052779e+03, -1.06587169e+00]), 'n_active': 2, 'beta1_train': -63.50390585239924, 'beta0_train': -2557.0140343600387, 'beta1_val': -614.1421842614996, 'beta0_val': -2733.3806509634023, 'selected_score': -2557.0140343600387, 'evaluations': 45, 'seconds': 0.0398676000040723, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-3.03277821e+03,  6.07428012e-01, -5.07830489e+02,  6.10476268e-01]), 'n_active': 4, 'beta1_train': 484.7673864991845, 'beta0_train': 204.5856062563203, 'beta1_val': -232.51159373249362, 'beta0_val': -232.51159373249362, 'selected_score': 204.09571639668417, 'evaluations': 185, 'seconds': 0.1432990999892354, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2330.8371113302574,2212.1825918271347,0.21387870000035036,0.33009869999659713
"[{'theta': array([-3675.84504876]), 'n_active': 1, 'beta1_train': -2962.07144874762, 'beta0_train': -2972.1131506731485, 'beta1_val': -2992.823402889971, 'beta0_val': -2992.823402889971, 'selected_score': -2972.1131506731485, 'evaluations': 20, 'seconds': 0.029095799996866845, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-7.58341955e+03, -9.91563372e-01]), 'n_active': 2, 'beta1_train': 184.15378174573073, 'beta0_train': -2289.625818136765, 'beta1_val': -111.56332819756335, 'beta0_val': -2367.068571848214, 'selected_score': -2289.625818136765, 'evaluations': 95, 'seconds': 0.0688430000009248, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-7.92190197e+03,  1.57410222e+00, -1.54199868e+02, -5.93012923e-01]), 'n_active': 4, 'beta1_train': 488.44060256710964, 'beta0_train': 366.14078288795696, 'beta1_val': -137.00992421021192, 'beta0_val': -710.9260308802036, 'selected_score': 340.81201105654475, 'evaluations': 185, 'seconds': 0.13973889999033418, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2212.1825918271347,2479.7860033875604,0.23767769998812582,0.35721030000422616
"[{'theta': array([-6708.01107255]), 'n_active': 1, 'beta1_train': -1090.5529537031755, 'beta0_train': -1102.9947587648128, 'beta1_val': -1114.6478346008232, 'beta0_val': -1114.6478346008232, 'selected_score': -1102.9947587648128, 'evaluations': 15, 'seconds': 0.025117800003499724, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-9.29945894e+03,  2.73752890e-01]), 'n_active': 2, 'beta1_train': 2055.90921061745, 'beta0_train': -941.7270805764455, 'beta1_val': 1655.1459093416458, 'beta0_val': -1037.3117109425898, 'selected_score': -941.7270805764455, 'evaluations': 95, 'seconds': 0.060879700002260506, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-3.45449200e+03,  1.21215392e+00, -1.66897596e+02,  5.53284044e-01]), 'n_active': 4, 'beta1_train': 895.2601814328524, 'beta0_train': 673.9659448583283, 'beta1_val': -253.5989695714863, 'beta0_val': -253.5989695714863, 'selected_score': 671.6383751334133, 'evaluations': 185, 'seconds': 0.139487199994619, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2479.7860033875604,2576.340443350237,0.22548470000037923,0.34005149999575224
"[{'theta': array([-9315.71853054]), 'n_active': 1, 'beta1_train': -630.5224405793394, 'beta0_train': -640.7333167535401, 'beta1_val': -683.8600150089997, 'beta0_val': -683.8600150089997, 'selected_score': -640.7333167535401, 'evaluations': 15, 'seconds': 0.025472099994658493, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-2.13106184e+03, -1.39230963e+00]), 'n_active': 2, 'beta1_train': -1843.5183206062957, 'beta0_train': -2560.7999999999997, 'beta1_val': -1993.1578039518622, 'beta0_val': -2560.7999999999997, 'selected_score': -2560.7999999999997, 'evaluations': 45, 'seconds': 0.03503620000265073, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-9.61603643e+01,  1.03906269e+00, -2.87870107e+03, -1.20367429e+00]), 'n_active': 4, 'beta1_train': 605.6073908872822, 'beta0_train': 686.4414211261414, 'beta1_val': -567.8758142360393, 'beta0_val': -595.7296217360396, 'selected_score': 575.2050612868376, 'evaluations': 185, 'seconds': 0.13719819999823812, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2576.340443350237,3025.4674983230734,0.19770649999554735,0.30993519999901764
"[{'theta': array([-2079.26823176]), 'n_active': 1, 'beta1_train': -1027.199835624363, 'beta0_train': -1031.8110920653992, 'beta1_val': -1008.2621670225946, 'beta0_val': -1008.2621670225946, 'selected_score': -1031.8110920653992, 'evaluations': 20, 'seconds': 0.028468400007113814, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-3.88214297e+03, -2.85849840e-01]), 'n_active': 2, 'beta1_train': -4034.6199010313026, 'beta0_train': -4524.0, 'beta1_val': -3896.7516560418694, 'beta0_val': -4524.0, 'selected_score': -4524.0, 'evaluations': 45, 'seconds': 0.03673690000141505, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-7.41688508e+03, -1.69158619e+00, -8.58719601e+01,  2.81227287e-01]), 'n_active': 4, 'beta1_train': -3072.7922521248406, 'beta0_train': -3099.98294325455, 'beta1_val': -4088.3271038010976, 'beta0_val': -4088.3271038010976, 'selected_score': -3108.259983345463, 'evaluations': 185, 'seconds': 0.13876660000823904, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3025.4674983230734,9980.43230250258,0.2039719000167679,0.31463730000541545
"[{'theta': array([-777.95779286]), 'n_active': 1, 'beta1_train': -3152.325082821153, 'beta0_train': -3182.0775111385356, 'beta1_val': -3183.6, 'beta0_val': -3183.6, 'selected_score': -3182.0775111385356, 'evaluations': 15, 'seconds': 0.02556650000042282, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-4.42791210e+03,  6.79496985e-02]), 'n_active': 2, 'beta1_train': -565.0635224052749, 'beta0_train': -2795.921161567999, 'beta1_val': -125.94567402267285, 'beta0_val': -2646.900523129796, 'selected_score': -2795.921161567999, 'evaluations': 35, 'seconds': 0.03028940000513103, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-2.77075657e+02, -1.31974716e+00, -4.10753796e+03,  6.57858473e-01]), 'n_active': 4, 'beta1_train': 828.2251654238014, 'beta0_train': 792.2808594341027, 'beta1_val': -734.4080298837874, 'beta0_val': -734.4080298837874, 'selected_score': 741.4595310756395, 'evaluations': 185, 'seconds': 0.13319659999979194, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,9980.43230250258,2303.184856224688,0.1890525000053458,0.3016175000084331
"[{'theta': array([-8352.54154678]), 'n_active': 1, 'beta1_train': -2668.336908142556, 'beta0_train': -2680.026779566151, 'beta1_val': -2843.2042252575184, 'beta0_val': -2843.2042252575184, 'selected_score': -2680.026779566151, 'evaluations': 20, 'seconds': 0.02829199998814147, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-6.73533592e+02, -4.49821428e-01]), 'n_active': 2, 'beta1_train': 805.2479089258774, 'beta0_train': -805.7092336742442, 'beta1_val': 381.2885674157342, 'beta0_val': -2071.52179066616, 'selected_score': -816.7248814342911, 'evaluations': 95, 'seconds': 0.06430949999776203, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([0., 0., 0., 0.]), 'n_active': 4, 'beta1_train': 142.07257958246979, 'beta0_train': 156.1693818886746, 'beta1_val': -742.745517149836, 'beta0_val': -742.745517149836, 'selected_score': 142.07257958246979, 'evaluations': 185, 'seconds': 0.1360385000007227, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2303.184856224688,2700.521837440173,0.2286399999866262,0.33982259999902453
"[{'theta': array([-6382.47251602]), 'n_active': 1, 'beta1_train': -3231.937960627886, 'beta0_train': -3255.8579121494763, 'beta1_val': -3252.8515371805292, 'beta0_val': -3252.8515371805292, 'selected_score': -3255.8579121494763, 'evaluations': 15, 'seconds': 0.02368350001052022, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-3.87225276e+03,  9.00525595e-01]), 'n_active': 2, 'beta1_train': -841.4597235328606, 'beta0_train': -3060.0844161145997, 'beta1_val': -1451.6408911630015, 'beta0_val': -3233.8060088736506, 'selected_score': -3060.0844161145997, 'evaluations': 95, 'seconds': 0.06190980000246782, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([0., 0., 0., 0.]), 'n_active': 4, 'beta1_train': 314.025774978759, 'beta0_train': 341.7788225117362, 'beta1_val': -913.1626358696941, 'beta0_val': -913.1626358696941, 'selected_score': 314.025774978759, 'evaluations': 185, 'seconds': 0.13545860000886023, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2700.521837440173,2492.3235300000015,0.22105190002184827,0.3323037999944063
"[{'theta': array([-6027.98237891]), 'n_active': 1, 'beta1_train': -3849.9531659798286, 'beta0_train': -3885.2879200061725, 'beta1_val': -3886.8, 'beta0_val': -3886.8, 'selected_score': -3885.2879200061725, 'evaluations': 15, 'seconds': 0.02497179999772925, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-6.09778797e+03,  4.47825417e-01]), 'n_active': 2, 'beta1_train': 475.9562069984321, 'beta0_train': -1997.4929433150346, 'beta1_val': 2091.729396634014, 'beta0_val': -1838.713407824256, 'selected_score': -1997.4929433150346, 'evaluations': 95, 'seconds': 0.06408620000001974, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-3.04096169e+02,  4.60327984e-01, -1.89463456e+03, -7.85699771e-01]), 'n_active': 4, 'beta1_train': 736.0422202238739, 'beta0_train': 683.8020113046335, 'beta1_val': -826.7286202823917, 'beta0_val': -1013.8655067032123, 'selected_score': 638.9971679149107, 'evaluations': 185, 'seconds': 0.13330329999735113, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2492.3235300000015,2937.372034294522,0.22236129999510013,0.3354952000081539
"[{'theta': array([-2720.50044224]), 'n_active': 1, 'beta1_train': -1885.4232142721953, 'beta0_train': -1910.6679846565098, 'beta1_val': -1911.6, 'beta0_val': -1911.6, 'selected_score': -1910.6679846565098, 'evaluations': 15, 'seconds': 0.02348639999399893, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-6.92376200e+03,  7.63910548e-02]), 'n_active': 2, 'beta1_train': 1502.4322872827433, 'beta0_train': -1264.930388886311, 'beta1_val': 786.9331273071707, 'beta0_val': -1427.6933100257106, 'selected_score': -1264.930388886311, 'evaluations': 65, 'seconds': 0.048792000001412816, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-340.4251706 ,   -0.86640033, -544.26085806,    0.76356869]), 'n_active': 4, 'beta1_train': 1053.609567910177, 'beta0_train': 857.0093911675422, 'beta1_val': -488.1170263718385, 'beta0_val': -488.1170263718385, 'selected_score': 850.338039391694, 'evaluations': 185, 'seconds': 0.13178979999793228, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2937.372034294522,2176.5065767117326,0.20406819999334402,0.3146230000129435
