slot_index,time_label,delivery_interval,clock_minute,is_next_day,price_source_row_index,price_source_time_label,demand_source_row_index,demand_source_time_label,result_row_index,price_yuan_per_kwh,load_kw,pv_kw,load_kwh,pv_kwh,grid_purchase_kwh,charge_kwh,discharge_kwh,curtailment_kwh,soc_start_kwh,soc_end_kwh,interval_cost_yuan,primary_balance_shadow_price_yuan_per_kwh,primary_storage_water_value_yuan_per_kwh,primary_soc_lower_shadow_value_yuan_per_kwh,primary_soc_upper_shadow_value_yuan_per_kwh,block
87,14:20,14:20-14:30,860,False,86,14:20,87,14:30,86,0.9978000000,5669.4508000000,5766.9816000000,944.9084666667,961.1636000000,0.0000000000,16.2551333333,0.0000000000,0.0000000000,10785.3703800000,10800.0000000000,0.0000000000,0.4662000000,0.5180000000,0.0000000000,0.2153333333,12:00-16:00
88,14:30,14:30-14:40,870,False,87,14:30,88,14:40,87,1.0271000000,5664.1948000000,5521.5066000000,944.0324666667,920.2511000000,0.0000000000,0.0000000000,23.7813666667,0.0000000000,10800.0000000000,10773.5762592593,0.0000000000,0.8148148148,0.7333333333,0.0000000000,0.0000000000,12:00-16:00
89,14:40,14:40-14:50,880,False,88,14:40,89,14:50,88,1.0906000000,5672.7011000000,5268.7810000000,945.4501833333,878.1301666667,0.0000000000,0.0000000000,67.3200166667,0.0000000000,10773.5762592593,10698.7762407407,0.0000000000,0.8148148148,0.7333333333,0.0000000000,0.0000000000,12:00-16:00
90,14:50,14:50-15:00,890,False,89,14:50,90,15:00,89,0.9376000000,5682.2544000000,5009.7152000000,947.0424000000,834.9525333333,0.0000000000,0.0000000000,112.0898666667,0.0000000000,10698.7762407407,10574.2319444444,0.0000000000,0.8148148148,0.7333333333,0.0000000000,0.0000000000,12:00-16:00
91,15:00,15:00-15:10,900,False,90,15:00,91,15:10,90,0.6694000000,5669.0195000000,4743.4484000000,944.8365833333,790.5747333333,154.2618500000,0.0000000000,0.0000000000,0.0000000000,10574.2319444444,10574.2319444444,103.2628823900,0.6694000000,0.7333333333,0.0000000000,0.0000000000,12:00-16:00
92,15:10,15:10-15:20,910,False,91,15:10,92,15:20,91,0.6600000000,5656.3651000000,4471.2240000000,942.7275166667,745.2040000000,448.3769117284,250.8533950617,0.0000000000,0.0000000000,10574.2319444444,10800.0000000000,295.9287617407,0.6600000000,0.7333333333,0.0000000000,0.0000000000,12:00-16:00
93,15:20,15:20-15:30,920,False,92,15:20,93,15:30,92,0.7217000000,5657.0867000000,4188.2025000000,942.8477833333,698.0337500000,244.8140333333,0.0000000000,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,176.6822878567,0.7217000000,0.7333333333,0.0000000000,0.0000000000,12:00-16:00
94,15:30,15:30-15:40,930,False,93,15:30,94,15:40,93,0.7308000000,5662.6008000000,3889.3931000000,943.7668000000,648.2321833333,295.5346166667,0.0000000000,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,215.9766978600,0.7308000000,0.7333333333,0.0000000000,0.0000000000,12:00-16:00
95,15:40,15:40-15:50,940,False,94,15:40,95,15:50,94,0.7534000000,5669.2596000000,3594.5946000000,944.8766000000,599.0991000000,345.7775000000,0.0000000000,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,260.5087685000,0.7534000000,0.7333333333,0.0000000000,0.0000000000,12:00-16:00
96,15:50,15:50-16:00,950,False,95,15:50,96,16:00,95,0.7823000000,5673.4767000000,3303.8878000000,945.5794500000,550.6479666667,394.9314833333,0.0000000000,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,308.9548994117,0.7823000000,0.7333333333,0.0000000000,0.0913366667,12:00-16:00
97,16:00,16:00-16:10,960,False,96,16:00,97,16:10,96,0.8055000000,5671.0146000000,2998.4247000000,945.1691000000,499.7374500000,445.4316500000,0.0000000000,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,358.7951940750,0.8055000000,0.8246700000,0.0000000000,0.0000000000,16:00-20:00
98,16:10,16:10-16:20,970,False,97,16:10,98,16:20,97,0.8271000000,5661.5926000000,2687.4131000000,943.5987666667,447.9021833333,495.6965833333,0.0000000000,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,409.9906440750,0.8271000000,0.8246700000,0.0000000000,0.0000000000,16:00-20:00
99,16:20,16:20-16:30,980,False,98,16:20,99,16:30,98,0.8519000000,5665.8922000000,2383.1779000000,944.3153666667,397.1963166667,547.1190500000,0.0000000000,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,466.0907186950,0.8519000000,0.8246700000,0.0000000000,0.0000000000,16:00-20:00
100,16:30,16:30-16:40,990,False,99,16:30,100,16:40,99,0.8791000000,5689.0372000000,2089.1246000000,948.1728666667,348.1874333333,599.9854333333,0.0000000000,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,527.4471944433,0.8791000000,0.8246700000,0.0000000000,0.0000000000,16:00-20:00
101,16:40,16:40-16:50,1000,False,100,16:40,101,16:50,100,0.9024000000,5603.6614000000,1791.0829000000,933.9435666667,298.5138166667,635.4297500000,0.0000000000,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,573.4118064000,0.9024000000,0.8246700000,0.0000000000,0.0000000000,16:00-20:00
102,16:50,16:50-17:00,1010,False,101,16:50,102,17:00,101,0.9163000000,5466.7124000000,1501.7283000000,911.1187333333,250.2880500000,660.8306833333,0.0000000000,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,605.5191551383,0.9163000000,0.8246700000,0.0000000000,0.0090900000,16:00-20:00
103,17:00,17:00-17:10,1020,False,102,17:00,103,17:10,102,0.9264000000,5467.3939000000,1255.1723000000,911.2323166667,209.1953833333,702.0369333333,0.0000000000,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,650.3670150400,0.9264000000,0.8337600000,0.0000000000,0.0178200000,16:00-20:00
104,17:10,17:10-17:20,1030,False,103,17:10,104,17:20,103,0.9462000000,5464.7270000000,1036.3323000000,910.7878333333,172.7220500000,738.0657833333,0.0000000000,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,698.3578441900,0.9462000000,0.8515800000,0.0000000000,0.0252000000,16:00-20:00
105,17:20,17:20-17:30,1040,False,104,17:20,105,17:30,104,0.9742000000,5492.4458000000,836.7775000000,915.4076333333,139.4629166667,775.9447166667,0.0000000000,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,755.9253429767,0.9742000000,0.8767800000,0.0000000000,0.0108000000,16:00-20:00
106,17:30,17:30-17:40,1050,False,105,17:30,106,17:40,105,0.9862000000,5621.7308000000,665.2313000000,936.9551333333,110.8718833333,826.0832500000,0.0000000000,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,814.6833011500,0.9862000000,0.8875800000,0.0000000000,0.0000000000,16:00-20:00
107,17:40,17:40-17:50,1060,False,106,17:40,107,17:50,106,0.9760000000,5091.2126000000,516.6758000000,848.5354333333,86.1126333333,762.4228000000,0.0000000000,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,744.1246528000,0.9760000000,0.8875800000,0.0000000000,0.0792000000,16:00-20:00
108,17:50,17:50-18:00,1070,False,107,17:50,108,18:00,107,1.0742000000,4208.5688000000,386.6731000000,701.4281333333,64.4455166667,636.9826166667,0.0000000000,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,684.2467268233,1.0742000000,0.9667800000,0.0000000000,0.1413900000,16:00-20:00
109,18:00,18:00-18:10,1080,False,108,18:00,109,18:10,108,1.2313000000,4122.7611000000,275.7933000000,687.1268500000,45.9655500000,641.1613000000,0.0000000000,0.0000000000,0.0000000000,10800.0000000000,10800.0000000000,789.4619086900,1.2313000000,1.1081700000,0.0000000000,0.0223200000,16:00-20:00
110,18:10,18:10-18:20,1090,False,109,18:10,110,18:20,109,1.2561000000,4255.9358000000,182.9526000000,709.3226333333,30.4921000000,580.7979333333,0.0000000000,98.0326000000,0.0000000000,10800.0000000000,10691.0748888889,729.5402840600,1.2561000000,1.1304900000,0.0000000000,0.0000000000,16:00-20:00
111,18:20,18:20-18:30,1100,False,110,18:20,111,18:30,110,1.2447000000,4225.9524000000,108.3414000000,704.3254000000,18.0569000000,686.2685000000,0.0000000000,0.0000000000,0.0000000000,10691.0748888889,10691.0748888889,854.1984019500,1.2447000000,1.1304900000,0.0000000000,0.0000000000,16:00-20:00
112,18:30,18:30-18:40,1110,False,111,18:30,112,18:40,111,1.2545000000,4233.3384000000,54.3121000000,705.5564000000,9.0520166667,696.5043833333,0.0000000000,0.0000000000,0.0000000000,10691.0748888889,10691.0748888889,873.7647488917,1.2545000000,1.1304900000,0.0000000000,0.0000000000,16:00-20:00
113,18:40,18:40-18:50,1120,False,112,18:40,113,18:50,112,1.2522000000,4246.4625000000,18.6569000000,707.7437500000,3.1094833333,704.6342666667,0.0000000000,0.0000000000,0.0000000000,10691.0748888889,10691.0748888889,882.3430287200,1.2522000000,1.1304900000,0.0000000000,0.0000000000,16:00-20:00
114,18:50,18:50-19:00,1130,False,113,18:50,114,19:00,113,1.2881000000,4239.1795000000,0.2753000000,706.5299166667,0.0458833333,0.0000000000,0.0000000000,706.4840333333,0.0000000000,10691.0748888889,9906.0926296296,0.0000000000,1.2561000000,1.1304900000,0.0000000000,0.0000000000,16:00-20:00
115,19:00,19:00-19:10,1140,False,114,19:00,115,19:10,114,1.3466000000,4244.6684000000,0.2296000000,707.4447333333,0.0382666667,0.0000000000,0.0000000000,707.4064666667,0.0000000000,9906.0926296296,9120.0854444444,0.0000000000,1.2561000000,1.1304900000,0.0000000000,0.0000000000,16:00-20:00
116,19:10,19:10-19:20,1150,False,115,19:10,116,19:20,115,1.3523000000,4251.9187000000,0.6007000000,708.6531166667,0.1001166667,0.0000000000,0.0000000000,708.5530000000,0.0000000000,9120.0854444444,8332.8043333333,0.0000000000,1.2561000000,1.1304900000,0.0000000000,0.0000000000,16:00-20:00
117,19:20,19:20-19:30,1160,False,116,19:20,117,19:30,116,1.3445000000,4256.6813000000,0.0000000000,709.4468833333,0.0000000000,0.0000000000,0.0000000000,709.4468833333,0.0000000000,8332.8043333333,7544.5300185185,0.0000000000,1.2561000000,1.1304900000,0.0000000000,0.0000000000,16:00-20:00
118,19:30,19:30-19:40,1170,False,117,19:30,118,19:40,117,1.3483000000,4267.3947000000,0.0000000000,711.2324500000,0.0000000000,0.0000000000,0.0000000000,711.2324500000,0.0000000000,7544.5300185185,6754.2717407407,0.0000000000,1.2561000000,1.1304900000,0.0000000000,0.0000000000,16:00-20:00
119,19:40,19:40-19:50,1180,False,118,19:40,119,19:50,118,1.3490000000,4269.9750000000,0.0000000000,711.6625000000,0.0000000000,0.0000000000,0.0000000000,711.6625000000,0.0000000000,6754.2717407407,5963.5356296296,0.0000000000,1.2561000000,1.1304900000,0.0000000000,0.0000000000,16:00-20:00
120,19:50,19:50-20:00,1190,False,119,19:50,120,20:00,119,1.3473000000,4268.6702000000,0.0000000000,711.4450333333,0.0000000000,0.0000000000,0.0000000000,711.4450333333,0.0000000000,5963.5356296296,5173.0411481481,0.0000000000,1.2561000000,1.1304900000,0.0000000000,0.0000000000,16:00-20:00
121,20:00,20:00-20:10,1200,False,120,20:00,121,20:10,120,1.3482000000,4282.2245000000,0.0000000000,713.7040833333,0.0000000000,0.0000000000,0.0000000000,713.7040833333,0.0000000000,5173.0411481481,4380.0366111111,0.0000000000,1.2561000000,1.1304900000,0.0000000000,0.0000000000,20:00-24:00
122,20:10,20:10-20:20,1210,False,121,20:10,122,20:20,121,1.3513000000,4291.7049000000,0.0000000000,715.2841500000,0.0000000000,0.0000000000,0.0000000000,715.2841500000,0.0000000000,4380.0366111111,3585.2764444444,0.0000000000,1.2561000000,1.1304900000,0.0000000000,0.0000000000,20:00-24:00
123,20:20,20:20-20:30,1220,False,122,20:20,123,20:30,122,1.3400000000,4291.3611000000,0.0000000000,715.2268500000,0.0000000000,0.0000000000,0.0000000000,715.2268500000,0.0000000000,3585.2764444444,2790.5799444444,0.0000000000,1.2561000000,1.1304900000,0.0000000000,0.0000000000,20:00-24:00
124,20:30,20:30-20:40,1230,False,123,20:30,124,20:40,123,1.3489000000,4293.9182000000,0.0000000000,715.6530333333,0.0000000000,0.0000000000,0.0000000000,715.6530333333,0.0000000000,2790.5799444444,1995.4099074074,0.0000000000,1.2561000000,1.1304900000,0.0000000000,0.0000000000,20:00-24:00
125,20:40,20:40-20:50,1240,False,124,20:40,125,20:50,124,1.3952000000,4295.2135000000,0.0000000000,715.8689166667,0.0000000000,0.0000000000,0.0000000000,715.8689166667,0.0000000000,1995.4099074074,1200.0000000000,0.0000000000,1.2561000000,1.1304900000,0.0301500000,0.0000000000,20:00-24:00
126,20:50,20:50-21:00,1250,False,125,20:50,126,21:00,125,1.2226000000,4302.0307000000,0.0000000000,717.0051166667,0.0000000000,717.0051166667,0.0000000000,0.0000000000,0.0000000000,1200.0000000000,1200.0000000000,876.6104556367,1.2226000000,1.1003400000,0.2119500000,0.0000000000,20:00-24:00
127,21:00,21:00-21:10,1260,False,126,21:00,127,21:10,126,0.9332000000,4320.9618000000,0.0000000000,720.1603000000,0.0000000000,720.1603000000,0.0000000000,0.0000000000,0.0000000000,1200.0000000000,1200.0000000000,672.0535919600,0.9332000000,0.8883900000,0.0000000000,0.0000000000,20:00-24:00
128,21:10,21:10-21:20,1270,False,127,21:10,128,21:20,127,0.9068000000,4302.3292000000,0.0000000000,717.0548666667,0.0000000000,717.0548666667,0.0000000000,0.0000000000,0.0000000000,1200.0000000000,1200.0000000000,650.2253530933,0.9068000000,0.8883900000,0.0000000000,0.0000000000,20:00-24:00
129,21:20,21:20-21:30,1280,False,128,21:20,129,21:30,128,0.9371000000,4322.6758000000,0.0000000000,720.4459666667,0.0000000000,720.4459666667,0.0000000000,0.0000000000,0.0000000000,1200.0000000000,1200.0000000000,675.1299153633,0.9371000000,0.8883900000,0.0000000000,0.0000000000,20:00-24:00
130,21:30,21:30-21:40,1290,False,129,21:30,130,21:40,129,0.9371000000,4428.8083000000,0.0000000000,738.1347166667,0.0000000000,738.1347166667,0.0000000000,0.0000000000,0.0000000000,1200.0000000000,1200.0000000000,691.7060429883,0.9371000000,0.8883900000,0.0000000000,0.0000000000,20:00-24:00
131,21:40,21:40-21:50,1300,False,130,21:40,131,21:50,130,0.9871000000,4030.1614000000,0.0000000000,671.6935666667,0.0000000000,671.6935666667,0.0000000000,0.0000000000,0.0000000000,1200.0000000000,1200.0000000000,663.0287196567,0.9871000000,0.8883900000,0.1896300000,0.0000000000,20:00-24:00
132,21:50,21:50-22:00,1310,False,131,21:50,132,22:00,131,0.7764000000,3362.7419000000,0.0000000000,560.4569833333,0.0000000000,560.4569833333,0.0000000000,0.0000000000,0.0000000000,1200.0000000000,1200.0000000000,435.1388018600,0.7764000000,0.6987600000,0.2276488889,0.0000000000,20:00-24:00
133,22:00,22:00-22:10,1320,False,132,22:00,133,22:10,132,0.4209000000,3309.3934000000,0.0000000000,551.5655666667,0.0000000000,1384.8989000000,833.3333333333,0.0000000000,0.0000000000,1200.0000000000,1950.0000000000,582.9039470100,0.4209000000,0.4711111111,0.0000000000,0.0000000000,20:00-24:00
134,22:10,22:10-22:20,1330,False,133,22:10,134,22:20,133,0.3859000000,3412.9563000000,0.0000000000,568.8260500000,0.0000000000,1402.1593833333,833.3333333333,0.0000000000,0.0000000000,1950.0000000000,2700.0000000000,541.0933060283,0.3859000000,0.4711111111,0.0000000000,0.0000000000,20:00-24:00
135,22:20,22:20-22:30,1340,False,134,22:20,135,22:30,134,0.4368000000,3381.9313000000,0.0000000000,563.6552166667,0.0000000000,563.6552166667,0.0000000000,0.0000000000,0.0000000000,2700.0000000000,2700.0000000000,246.2045986400,0.4368000000,0.4711111111,0.0000000000,0.0000000000,20:00-24:00
136,22:30,22:30-22:40,1350,False,135,22:30,136,22:40,135,0.4198000000,3386.5592000000,0.0000000000,564.4265333333,0.0000000000,1397.7598666667,833.3333333333,0.0000000000,0.0000000000,2700.0000000000,3450.0000000000,586.7795920267,0.4198000000,0.4711111111,0.0000000000,0.0000000000,20:00-24:00
137,22:40,22:40-22:50,1360,False,136,22:40,137,22:50,136,0.4186000000,3400.4846000000,0.0000000000,566.7474333333,0.0000000000,1400.0807666667,833.3333333333,0.0000000000,0.0000000000,3450.0000000000,4200.0000000000,586.0738089267,0.4186000000,0.4711111111,0.0000000000,0.0000000000,20:00-24:00
138,22:50,22:50-23:00,1370,False,137,22:50,138,23:00,137,0.4241000000,3399.2426000000,0.0000000000,566.5404333333,0.0000000000,566.5404333333,0.0000000000,0.0000000000,0.0000000000,4200.0000000000,4200.0000000000,240.2697977767,0.4241000000,0.4711111111,0.0000000000,0.0000000000,20:00-24:00
139,23:00,23:00-23:10,1380,False,138,23:00,139,23:10,138,0.4237000000,3406.9809000000,0.0000000000,567.8301500000,0.0000000000,1401.1634833333,833.3333333333,0.0000000000,0.0000000000,4200.0000000000,4950.0000000000,593.6729678883,0.4237000000,0.4711111111,0.0000000000,0.0000000000,20:00-24:00
140,23:10,23:10-23:20,1390,False,139,23:10,140,23:20,139,0.4248000000,3416.1518000000,0.0000000000,569.3586333333,0.0000000000,569.3586333333,0.0000000000,0.0000000000,0.0000000000,4950.0000000000,4950.0000000000,241.8635474400,0.4248000000,0.4711111111,0.0000000000,0.0000000000,20:00-24:00
141,23:20,23:20-23:30,1400,False,140,23:20,141,23:30,140,0.4240000000,3421.9811000000,0.0000000000,570.3301833333,0.0000000000,903.6635166667,333.3333333333,0.0000000000,0.0000000000,4950.0000000000,5250.0000000000,383.1533310667,0.4240000000,0.4711111111,0.0000000000,0.0000000000,20:00-24:00
142,23:30,23:30-23:40,1410,False,141,23:30,142,23:40,141,0.4220000000,3429.6923000000,0.0000000000,571.6153833333,0.0000000000,1404.9487166667,833.3333333333,0.0000000000,0.0000000000,5250.0000000000,6000.0000000000,592.8883584333,0.4220000000,0.4711111111,0.0000000000,0.0000000000,20:00-24:00
143,23:40,23:40-23:50,1420,False,142,23:40,143,23:50,142,0.4240000000,3439.0610000000,0.0000000000,573.1768333333,0.0000000000,573.1768333333,0.0000000000,0.0000000000,0.0000000000,6000.0000000000,6000.0000000000,243.0269773333,0.4240000000,0.4711111111,0.0000000000,0.0000000000,20:00-24:00
144,23:50,23:50-0:00+1,1430,False,143,23:50,144,0:00+1,143,0.4271000000,3444.7259000000,0.0000000000,574.1209833333,0.0000000000,574.1209833333,0.0000000000,0.0000000000,0.0000000000,6000.0000000000,6000.0000000000,245.2070719817,0.4271000000,0.4711111111,0.0000000000,0.0000000000,20:00-24:00
