date,issue,residual_count,initial_soc_kwh,final_soc_kwh,planned_cost,emergency_cost,total_cost,calibration_used,theta,day_seconds
2025-05-22,True,42,2457.4684778306882,2687.918162962965,37868.58733910454,16.413304999999596,37885.00064410454,True,"[-1493.356322633558, -9047.493297461795, 1.0023785444799276, -427.30143889204334, 0.5693136102414247, -2745.2666275180422, 1.3817743311444661]",0.524087600002531
2025-05-23,True,42,2687.918162962965,3043.6976595335923,12171.963020718016,0.0,12171.963020718016,True,"[-4043.9719351460726, -601.7924979404323, 0.3794969369895984, -113.67921803302323, 0.5111235996673136, -9105.363607738278, 0.38141878582432076]",0.5052762999985134
2025-05-24,True,42,3043.6976595335923,10195.988258359786,15603.870812456309,0.0,15603.870812456309,True,"[-3454.1552586276584, -5452.088914896211, -0.949579233381924, -337.0510278134674, 1.1279306865629755, -1072.3401892951244, -0.8370360197699975]",0.5103493000060553
2025-05-25,True,42,10195.988258359786,2388.9071201159254,34223.47342591216,84.90765869999919,34308.38108461216,True,"[-8051.8670455339, -6798.623214096483, -0.44670697061012254, -584.2672735330918, -0.04971371473774511, -499.1928305159497, -0.6054242015821985]",0.5592227000015555
2025-05-26,True,42,2388.9071201159254,2652.217738597884,37344.996688790336,0.0,37344.996688790336,True,"[-1998.5133281660083, -6835.101190406852, 1.2674330086364636, -437.5984948140655, -1.1289195265131247, -1158.4972659367293, -0.7784209153915718]",0.5396423000056529
2025-05-27,True,42,2652.217738597884,2492.7233181481506,37734.973610429195,0.0,37734.973610429195,False,"[-9600.0, -9600.0, 0.0, -9600.0, 0.0, -9600.0, 0.0]",0.5730289000057383
2025-05-28,True,42,2492.7233181481506,2809.271784444447,37657.00906657154,0.0,37657.00906657154,True,"[-6384.327987914135, -4087.545904415586, -0.05623148019037849, -949.9898187861507, -1.5799600779898513, -784.1025828757224, -0.19173098602272765]",0.6025220000010449
2025-05-29,True,42,2809.271784444447,2215.6856444444516,37295.799138513015,119.26099001666701,37415.06012852968,True,"[-3987.7219481218804, -4000.4235894372764, 1.2451422084945039, -429.8994131879269, 1.5507883924180632, -6419.297298046121, 0.407827391987416]",0.6093732000008458
2025-05-30,True,42,2215.6856444444516,2390.0539243650796,12521.89120386595,0.0,12521.89120386595,False,"[-9600.0, -9600.0, 0.0, -9600.0, 0.0, -9600.0, 0.0]",0.6227926999999909
2025-05-31,True,42,2390.0539243650796,9053.41484172526,14414.921024886393,0.0,14414.921024886393,False,"[-9600.0, -9600.0, 0.0, -9600.0, 0.0, -9600.0, 0.0]",0.615139999994426
2025-06-01,True,42,9053.41484172526,1200.0,39599.227179124224,63150.70626911608,102749.9334482403,False,"[-9600.0, -9600.0, 0.0, -9600.0, 0.0, -9600.0, 0.0]",0.5041638999973657
2025-06-02,True,42,1200.0,1910.6418703703703,44762.06910859567,35490.69028019535,80252.75938879102,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.49426730000413954
2025-06-03,True,42,1910.6418703703703,1200.0,46003.75757334323,17786.570234774692,63790.32780811792,True,"[-3517.932241340112, -8742.928718654153, 1.5683717555800456, -633.1668082999386, 0.14110661749561793, -4522.201226156232, -0.4682718412212532]",0.5784227999974973
2025-06-04,True,42,1200.0,1718.712154817848,49931.277841592244,4250.032144745309,54181.309986337554,True,"[-2251.0832869811306, -9290.810709428706, 1.2797671777699633, -847.5249676913307, 1.3740497275903047, -2971.522698790066, -1.2372959331435056]",0.6316853000025731
2025-06-05,True,42,1718.712154817848,1200.0,52769.78067080269,2974.9748643535063,55744.7555351562,True,"[-9029.080804395167, -1758.7285825994336, -1.7223227236519874, -392.02382364261865, -1.2065421798880966, -4121.474261145407, 1.6335257159931786]",0.6764786999992793
2025-06-06,True,42,1200.0,1339.9942787037041,17869.191793515554,9944.60109700863,27813.792890524186,False,"[-9600.0, -9600.0, 0.0, -9600.0, 0.0, -9600.0, 0.0]",0.5001497000048403
2025-06-07,True,42,1339.9942787037041,7277.330932037037,21264.309447788743,1510.9593301309512,22775.268777919693,True,"[-30.34383017246398, -2467.5173291575325, 0.37312613633403435, 186.3501326805462, 1.5900209803402081, -3503.281371924147, -0.1948789637817776]",0.5005586000042967
2025-06-08,True,42,7277.330932037037,4344.890522340801,61407.75687174929,0.0,61407.75687174929,False,"[-9600.0, -9600.0, 0.0, -9600.0, 0.0, -9600.0, 0.0]",0.48837079999793787
2025-06-09,True,42,4344.890522340801,4412.019653174605,63208.55470832013,0.0,63208.55470832013,True,"[-2430.931873429289, -3301.626728129613, 1.4883394028294026, -547.8116182838946, 1.0881091520422443, -9470.425975795102, -1.3719483122101117]",0.5198871000029612
2025-06-10,True,42,4412.019653174605,4003.118592072461,62755.42456485021,0.0,62755.42456485021,True,"[-8146.554245383031, -4680.426982759176, -0.5631209672604307, -240.59005050631228, -1.1663340820347454, -4748.073636109829, -1.3778722363870575]",0.49181429999589454
2025-06-11,True,42,4003.118592072461,4026.8561531305404,63402.82245454859,0.0,63402.82245454859,True,"[-2834.6081283233448, -5016.428010736239, -0.4895800854547785, -672.229602497493, -0.2823342816294532, -7998.980045043416, -0.282678938906503]",0.5135021999885794
2025-06-12,True,42,4026.8561531305404,4667.829812222221,63850.186034988044,0.0,63850.186034988044,True,"[-8951.759965209554, -3850.717988997275, 0.17136892392089687, -756.4749379788914, 1.5639749910670666, -4479.285896144082, -1.8539664102714841]",0.60534040001221
2025-06-13,True,42,4667.829812222221,4382.405160952381,22194.493449574198,0.0,22194.493449574198,True,"[-2949.0905290368614, -3178.1886187069576, -0.48513340991482945, -212.5819049836707, 1.0517484621018682, -3339.524358829563, -0.22989754330413437]",0.5867223000095692
2025-06-14,True,42,4382.405160952381,4789.994723544968,23106.44196702508,0.0,23106.44196702508,True,"[-2090.3162388508763, -944.8575267255724, 1.2077842099444784, 2405.485093066688, -0.01610922394939629, -245.2752162720131, 1.4076142570799317]",0.5545075999980327
2025-06-15,True,42,4789.994723544968,3955.224021613756,60861.74106181901,0.0,60861.74106181901,True,"[-8385.75653545971, -6027.047466494882, 1.430679681653713, -308.5337970826373, 0.030291579595159934, -5087.422482060159, -0.8921247105570931]",0.628308500003186
2025-06-16,True,42,3955.224021613756,3755.422059259259,62382.33359016148,0.0,62382.33359016148,True,"[-5818.591775629898, -7949.127583526217, -1.0556165788357557, -191.41123424349544, 0.6250802569373173, -3935.4307044616767, -0.8026811240554015]",0.5375796999869635
2025-06-17,True,42,3755.422059259259,3381.9716087830698,61301.23475817777,3525.9538627184984,64827.18862089627,True,"[-2726.857107687545, -4363.564704988996, 0.4064478350074707, -80.23745106199023, -0.5758769273729936, -2354.6510076733457, 1.9594448731225014]",0.5729428999911761
2025-06-18,True,42,3381.9716087830698,4099.815573068783,62694.78874307158,0.0,62694.78874307158,False,"[-9600.0, -9600.0, 0.0, -9600.0, 0.0, -9600.0, 0.0]",0.5316301999991992
2025-06-19,True,42,4099.815573068783,2967.1664900793653,59040.539871023146,148.40995006190545,59188.94982108505,True,"[-353.32669944875124, -5991.356776151686, -0.49209071375189506, -483.86922170387373, 1.214369273532041, -6397.761823443341, 1.6182036432450104]",0.5171373999910429
2025-06-20,True,42,2967.1664900793653,3168.160266957671,20060.77289170786,0.0,20060.77289170786,True,"[-299.8344906469015, -2717.5187679658566, -0.8703442676799387, -221.86846586113978, 1.0155787455600511, -3257.538424538814, 0.7855120546618757]",0.4858951999922283
2025-06-21,True,42,3168.160266957671,4410.479485661377,19622.37186776424,0.0,19622.37186776424,True,"[-249.81794247284876, -2323.5392807234775, -1.215876342891595, -40.137928201360396, 1.4850350515491595, -1253.5527877258025, -0.46993491910034035]",0.4873005999979796
2025-06-22,True,42,4410.479485661377,2698.0681577248665,55811.85831466512,562.6797145961722,56374.5380292613,True,"[-135.20243585997775, -3979.5764794661095, -0.23587964121526928, -683.4375704480696, 0.17193803901177596, -562.8528956125635, 0.990458381591794]",0.5085339000070235
2025-06-23,True,42,2698.0681577248665,2511.8598231186165,55768.89384343165,0.0,55768.89384343165,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.529194800008554
2025-06-24,True,42,2511.8598231186165,2149.183295291171,56477.921738948775,6119.634215149194,62597.55595409797,True,"[-336.03285899022876, -4259.536101708486, -1.566678990583232, -1483.2521518502024, 1.6884143927063189, -6946.887517182087, -0.7746690125343032]",0.5280785999930231
2025-06-25,True,42,2149.183295291171,2525.059792275133,55727.39461234181,35.30373467499957,55762.69834701681,False,"[-9600.0, -9600.0, 0.0, -9600.0, 0.0, -9600.0, 0.0]",0.549893899995368
2025-06-26,True,42,2525.059792275133,2380.7126870370366,55308.71699708424,388.43369615476945,55697.150693239004,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5349130999966292
2025-06-27,True,42,2380.7126870370366,2913.4046246296316,17526.17584277223,0.0,17526.17584277223,True,"[-5867.683810525313, -2146.9779626166173, -1.1003416579720255, -151.70398269530415, 0.3627290076515459, -1010.3434134743914, -0.037600038816958614]",0.5328690000023926
2025-06-28,True,42,2913.4046246296316,3251.4907050904617,17558.43874225421,259.8435717452378,17818.282313999447,True,"[-581.6399256202785, -1370.5694974592386, -0.44900513122775987, 259.7174779491411, 0.7975502570069142, -191.32275492957086, 0.16826051830860944]",0.5294833999942057
2025-06-29,True,42,3251.4907050904617,2564.9761850227014,54758.44235200794,33.70710020000101,54792.149452207945,True,"[-8813.933392012246, -9570.893445974178, -1.3913425096266274, -1128.170771629867, -0.3877713258063322, -5960.88082573551, -0.12976772438422612]",0.5458998000103747
2025-06-30,True,42,2564.9761850227014,2314.8619526190496,54937.81228807631,482.22359988095207,55420.03588795727,False,"[-9600.0, -9600.0, 0.0, -9600.0, 0.0, -9600.0, 0.0]",0.5184777999966173
2025-07-01,True,42,2314.8619526190496,1200.0,60524.7300573152,20573.239291211252,81097.96934852646,True,"[-186.08644668492644, -2661.4191094345592, -0.16263304070847018, -1323.9947839687006, 1.5578469825480927, -991.80420617147, 0.5946885292422848]",0.5040742000128375
2025-07-02,True,42,1200.0,1200.0,59417.545297174256,16478.42433594779,75895.96963312205,False,"[-9600.0, -9600.0, 0.0, -9600.0, 0.0, -9600.0, 0.0]",0.5101756999938516
2025-07-03,True,42,1200.0,1254.182055,60918.7607316682,19591.3724916749,80510.1332233431,True,"[-4574.68577171171, -9207.02346583484, 0.25957536707092066, -1192.6658288714298, 0.6392581452447064, -1460.7628858927842, 1.43781355113101]",0.5948816000018269
2025-07-04,True,42,1254.182055,1200.0,22492.93923442268,10217.06097790094,32710.00021232362,True,"[-629.2455432295573, -1921.448888514258, -0.4487456492179127, 3359.94709162155, -1.8717082873168684, -61.43975063211009, -0.0984638544143368]",0.656544199999189
2025-07-05,True,42,1200.0,2071.01232130157,23588.684244867494,5758.2704297163245,29346.95467458382,True,"[-8786.047697593835, -8094.215072526584, -1.9765144978003626, -210.73870542090737, -0.6993697819662303, -1291.2685792497227, -0.44425888940046665]",0.7896460999909323
2025-07-06,True,42,2071.01232130157,1200.0,60080.09077677796,22976.096323263802,83056.18710004176,True,"[-1830.7219083443133, -2694.065056767377, 1.0621386971931623, -771.6073676163215, 1.5932996349990471, -5175.6354852706745, -0.6595152992065605]",0.5827714000042761
2025-07-07,True,42,1200.0,2506.7649799470896,61014.95325363624,4366.576989991967,65381.53024362821,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5707882000133395
2025-07-08,True,42,2506.7649799470896,4622.619326455026,71112.48867044234,0.0,71112.48867044234,True,"[-8226.00400810563, -3741.4604508330467, 0.1280995701566332, -799.9640130239858, 1.7513199264100727, -5118.004599140638, 1.7954756935549927]",0.5596105000004172
2025-07-09,True,42,4622.619326455026,4767.079251273797,69188.0925997427,0.0,69188.0925997427,True,"[-828.5933965805611, -8216.435373210232, 0.9711244119029052, -760.5394901820748, 0.7137985892315553, -9014.029447719704, -0.585664168023948]",0.5651555000076769
2025-07-10,True,42,4767.079251273797,4588.639888042329,70177.03257239622,0.0,70177.03257239622,True,"[-6912.426308907026, -1522.1993239259718, -0.8921760222067998, -884.3653943138498, -1.8568919009700444, -582.5542156694908, 0.28462755265102935]",0.5515587000118103
2025-07-11,True,42,4588.639888042329,4674.6048127248705,30187.687799650455,0.0,30187.687799650455,True,"[-128.1359904062743, -4303.989022322658, 1.0068441979002785, -321.28697106307914, 0.37187230939397153, -8067.546965648666, 0.44917049901842754]",0.5125084000028437
2025-07-12,True,42,4674.6048127248705,5672.82448962963,30315.44372045601,0.0,30315.44372045601,True,"[-8651.423591689825, -3826.453826522714, -0.4488346759700239, -155.97540925277792, -0.8106927198634797, -6221.351370716927, 0.8192556276595626]",0.5576971999980742
2025-07-13,True,42,5672.82448962963,4441.645441984126,65946.0517312114,0.0,65946.0517312114,True,"[-7917.67184165165, -6677.415404923695, -0.9516287423142007, -487.1844661254226, 0.4557199905368332, -241.533848915617, -1.4701081551950939]",0.49281619999965187
2025-07-14,True,42,4441.645441984126,4369.912830793651,66467.69800332298,0.0,66467.69800332298,True,"[-8562.618810690716, -3955.382102959558, 0.6672961755627709, -760.3064746653562, 1.5463595742820533, -368.76894764316785, -0.01563641468929622]",0.48908379999920726
2025-07-15,True,42,4369.912830793651,4765.201582460318,66658.73732287044,0.0,66658.73732287044,True,"[-4612.559328335343, -6997.990953021193, -0.22729063023871676, -328.4379112257998, 1.9532191714270626, -3265.015872246474, 0.19660169599233068]",0.48450059999595396
2025-07-16,True,42,4765.201582460318,4163.680928809526,66002.54664125221,0.0,66002.54664125221,True,"[-4135.174632720483, -7633.377452154254, 0.059368731365245786, -1602.4322913156582, 0.43224056894313323, -320.5934649342353, 1.096136390309228]",0.5154906000097981
2025-07-17,True,42,4163.680928809526,4009.854110185186,65417.6278746665,0.0,65417.6278746665,True,"[-5595.073501657149, -5982.776328135262, 1.3240658228550135, -213.06100372374425, 0.6091889202086485, -2397.6754131650205, 1.0464187570200592]",0.5048776999901747
2025-07-18,True,42,4009.854110185186,4003.966212989417,27359.9563135084,0.0,27359.9563135084,False,"[-9600.0, -9600.0, 0.0, -9600.0, 0.0, -9600.0, 0.0]",0.4976965999958338
2025-07-19,True,42,4003.966212989417,4358.69422309524,27524.652454120704,0.0,27524.652454120704,False,"[-9600.0, -9600.0, 0.0, -9600.0, 0.0, -9600.0, 0.0]",0.5106546000024537
2025-07-20,True,42,4358.69422309524,3426.3931699999976,62009.909913297975,0.0,62009.909913297975,True,"[-6786.426547077571, -6605.1561212774905, -0.8849424566003528, -1053.8156207380143, -0.4845962234117511, -185.37509727747334, 0.26165488327409214]",0.510047100004158
2025-07-21,True,42,3426.3931699999976,3258.599545370372,64896.79619015762,0.0,64896.79619015762,True,"[-1485.8283630693936, -9252.668187864792, 0.3573112680579227, -491.0779407898179, -1.3776762485091794, -188.71721379839883, 1.7051423557608452]",0.5533720999956131
2025-07-22,True,42,3258.599545370372,2435.77291664021,63211.3277617906,49.372639999999365,63260.7004017906,True,"[-6319.895145107315, -6482.633420701925, 1.2141002266097853, -891.039007213444, 0.4153779773280819, -363.98458403537506, 0.22432470207254873]",0.5427927999990061
2025-07-23,True,42,2435.77291664021,2727.4747993650785,63748.26402055716,122.48657611428564,63870.750596671445,False,"[-9600.0, -9600.0, 0.0, -9600.0, 0.0, -9600.0, 0.0]",0.5626988000003621
2025-07-24,True,42,2727.4747993650785,3162.4976648941806,63959.92447071472,0.0,63959.92447071472,True,"[-3852.394765553385, -9318.363010649244, 0.7066497768333972, -1023.9712389295117, 1.9664558233573723, -590.3683454003087, -0.5204395214819422]",0.5742442999908235
2025-07-25,True,42,3162.4976648941806,2794.0678339947094,25274.63206886421,0.0,25274.63206886421,False,"[-9600.0, -9600.0, 0.0, -9600.0, 0.0, -9600.0, 0.0]",0.5671025999909034
2025-07-26,True,42,2794.0678339947094,3741.021925185187,26535.77160538877,0.0,26535.77160538877,True,"[-3652.6782214195573, -3405.3142285819968, -1.7290317104672055, 2772.3088478421005, -0.3843325012658525, -128.0725965633227, 0.04316811074026461]",0.5347909000120126
2025-07-27,True,42,3741.021925185187,2762.8174057142855,61017.83009687714,0.0,61017.83009687714,True,"[-1712.5876907601441, -4251.468358415842, 0.3378993966615971, -306.4379410212574, -0.024667088153214944, -834.4502017555736, 1.553521417603326]",0.5070134000125108
2025-07-28,True,42,2762.8174057142855,2278.6980329629623,62283.465792696355,0.0,62283.465792696355,True,"[-3057.5006238108854, -4033.702435529629, -1.392828636034726, -1128.0680537181354, 0.8118056165131997, -754.108540374627, 1.75970279355852]",0.49358270000084303
2025-07-29,True,42,2278.6980329629623,2570.239984211952,64188.219742427165,86.96305197668451,64275.18279440385,True,"[-2501.089256901264, -3167.451456431199, -1.9788775881108545, -425.0686469111479, 0.923203581384147, -54.02008092132249, -0.4993459216514631]",0.5345667000074172
2025-07-30,True,42,2570.239984211952,2785.375847934777,65031.327573666655,0.0,65031.327573666655,True,"[-6565.5156639450015, -4356.408822861408, 1.633662297583769, -1188.5460762748742, 1.2310231935144098, -1141.9594491767339, 1.9097742926657162]",0.5761735999985831
2025-07-31,True,42,2785.375847934777,2164.6342719841246,62820.039297184856,33.628518050000835,62853.667815234854,True,"[-1784.9804729197942, -7129.876693268927, -1.2207915644314737, -665.0337800714403, 1.4662102355061615, -6417.51006722988, 0.11732293938218064]",0.5796847000019625
2025-08-01,True,42,2164.6342719841246,2590.8497021428584,25176.436603541923,0.0,25176.436603541923,False,"[-9600.0, -9600.0, 0.0, -9600.0, 0.0, -9600.0, 0.0]",0.5742146999982651
2025-08-02,True,42,2590.8497021428584,3558.1887722486786,25166.231505859938,0.0,25166.231505859938,False,"[-9600.0, -9600.0, 0.0, -9600.0, 0.0, -9600.0, 0.0]",0.5460445000062464
2025-08-03,True,42,3558.1887722486786,1677.048944735451,58162.48912914275,1264.0781935107102,59426.567322653456,True,"[-1659.4401251914721, -5853.644605590381, 0.4840288394433796, -1086.4760788925316, -0.36829870495633465, -873.9391719853451, -1.913959342633517]",0.5899905999976909
2025-08-04,True,42,1677.048944735451,2427.0818108465564,59123.938514324065,0.0,59123.938514324065,True,"[-1905.635824538929, -8744.296169998455, -0.8165058679626129, -427.70645068649316, 1.435201123478131, -603.0449729405849, -0.8906984987591686]",0.5708626999985427
2025-08-05,True,42,2427.0818108465564,2301.877944338623,57459.329989381295,0.0,57459.329989381295,True,"[-926.0417052422397, -4267.531411328858, -0.5771773409681167, -441.68333027420664, 1.9280822911986455, -863.2436273299234, 0.42736168190322443]",0.5639348999975482
2025-08-06,True,42,2301.877944338623,1880.576233425453,57306.72202990729,829.4004237448077,58136.1224536521,True,"[-1000.3245834274846, -1165.8297862842367, -0.6661369906968926, -837.4247572481526, 1.3494965693839913, -476.98151935530325, 0.8965759460134377]",0.6144749999948544
2025-08-07,True,42,1880.576233425453,2256.151360291004,56237.07285183659,54.328909983334846,56291.40176181992,True,"[-7957.635742419019, -2817.8595129675823, 0.3278110673972843, -898.0821156005653, -1.311839377431999, -504.4945948042173, 0.055265012252283974]",0.5546958000049926
2025-08-08,True,42,2256.151360291004,2329.465087433866,23652.915998168126,106.45176600714316,23759.36776417527,True,"[-6931.4595484486235, -262.5385096631852, -0.5313844723227132, 6305.052889926542, -1.7046869395503519, -142.86858306912114, -0.9461316625519216]",0.5528825999936089
2025-08-09,True,42,2329.465087433866,2926.496413994711,23770.937224079054,0.0,23770.937224079054,False,"[-9600.0, -9600.0, 0.0, -9600.0, 0.0, -9600.0, 0.0]",0.5919576999876881
2025-08-10,True,42,2926.496413994711,2683.6324374543474,55312.87006796757,69.85160000000089,55382.72166796757,False,"[-9600.0, -9600.0, 0.0, -9600.0, 0.0, -9600.0, 0.0]",0.623910700000124
2025-08-11,True,42,2683.6324374543474,2167.042154497356,54303.291728886514,916.3081256690451,55219.599854555556,True,"[-217.20200254083613, -1668.5509562680788, 1.7934191525565963, -360.86172742498553, 0.9404697921790066, -1003.8933317461599, 0.002089725821617705]",0.49128750000090804
2025-08-12,True,42,2167.042154497356,2175.8448,54495.377229763995,4556.014896868997,59051.39212663299,False,"[-9600.0, -9600.0, 0.0, -9600.0, 0.0, -9600.0, 0.0]",0.5005713999998989
2025-08-13,True,42,2175.8448,2507.449696428571,54813.02793802181,86.20243543214349,54899.23037345395,False,"[-9600.0, -9600.0, 0.0, -9600.0, 0.0, -9600.0, 0.0]",0.502831799996784
2025-08-14,True,42,2507.449696428571,2330.772438809524,54536.19310300115,1097.1766862309514,55633.3697892321,True,"[-3581.068357051203, -8682.488954545477, -0.30549590352908673, -269.0607668857019, 0.6747144916429875, -1279.5112347133784, -0.022157321707827027]",0.5104567999951541
2025-08-15,True,42,2330.772438809524,2189.1676166402117,23122.936301196856,0.0,23122.936301196856,False,"[-9600.0, -9600.0, 0.0, -9600.0, 0.0, -9600.0, 0.0]",0.5320577000093181
2025-08-16,True,42,2189.1676166402117,3120.721106640214,24068.17608247566,0.0,24068.17608247566,True,"[-323.331912147205, -9055.392230710648, -1.49818898434234, -123.07331061080653, 0.46918953356264304, -2203.210259060007, -1.3064853289505631]",0.5205043000023579
2025-08-17,True,42,3120.721106640214,2313.8439149735464,53232.104127766725,460.5351277749983,53692.639255541726,True,"[-1093.395720196542, -5105.051609853728, 0.05903776227352742, -869.2756711852066, 0.5646703495181251, -4089.014230277675, -0.13419113761491852]",0.5338021999923512
2025-08-18,True,42,2313.8439149735464,2460.8177518783073,54384.65521559752,677.4070669035723,55062.062282501094,True,"[-7193.676529744054, -1593.9198012978768, 1.3720601197007558, -9494.243499376145, -1.0835520568205275, -284.0968932303475, -0.19324103219672906]",0.4969213000003947
2025-08-19,True,42,2460.8177518783073,2126.558103915343,54661.12698147947,397.9847865690451,55059.11176804852,True,"[-3305.1702790516883, -7786.999137659838, 0.10544344430792751, -1011.4337131819482, 0.1808586256631104, -3751.544574161018, 0.739153262967041]",0.5478534000139916
2025-08-20,True,42,2126.558103915343,1586.5103946296294,54882.16516387819,4928.828408006345,59810.99357188454,True,"[-2630.2994903713857, -2637.8709181250074, 1.6402489451958493, -3451.004428045382, -0.2543830010817727, -616.6559613210363, 1.9169965760207868]",0.5900142000027699
2025-08-21,True,42,1586.5103946296294,2218.7749846825386,55522.82908498612,0.0,55522.82908498612,False,"[-9600.0, -9600.0, 0.0, -9600.0, 0.0, -9600.0, 0.0]",0.6000956999923801
2025-08-22,True,42,2218.7749846825386,1713.690673544972,23524.97763599852,0.0,23524.97763599852,True,"[-3456.7368405078164, -5279.756105151322, -0.7763474767248237, -9320.696039102628, 1.6213473010403656, -2836.0093982473322, -0.8149539283687641]",0.6741266000026371
2025-08-23,True,42,1713.690673544972,2822.111246957671,23993.535077018565,0.0,23993.535077018565,True,"[-2116.4677203310953, -1413.1047894330309, -1.3758058987920592, -517.7326922303656, 1.1281351809198914, -5862.804888029632, 0.8461877890960263]",0.5054741000058129
2025-08-24,True,42,2822.111246957671,3269.4043119266944,55525.80844130875,146.56482770833253,55672.37326901708,True,"[-3064.134953429215, -8494.096722129654, 1.8169665581944905, -5134.992938208558, 0.3711063318236061, -4988.384748120355, 0.9876060370212376]",0.5167323000059696
2025-08-25,True,42,3269.4043119266944,2030.4408026190483,55222.549679777374,135.06957363809417,55357.61925341547,True,"[-6988.446523006114, -646.4117141175013, -0.5635295109189769, -5260.769704056503, 1.9307301931055911, -1429.0153000005428, 1.3501959309859366]",0.487751799999387
2025-08-26,True,42,2030.4408026190483,2621.651899417987,56186.96189525303,114.1253694000005,56301.087264653026,True,"[-501.8327053606836, -4960.656931092584, 0.4245939416667035, -3630.8174612648068, 1.3243560955278673, -8049.51676146141, -0.9545063470190229]",0.49805840000044554
2025-08-27,True,42,2621.651899417987,2284.731311111111,56127.6167702126,0.0,56127.6167702126,True,"[-2712.751725542318, -1181.3786492315867, 0.4237473573525996, -3472.7414109233882, -0.04139884604856947, -3915.127469710484, -0.8420122305608808]",0.49715219999779947
2025-08-28,True,42,2284.731311111111,2307.4593796031745,56528.287498718986,653.6466471249985,57181.93414584398,True,"[-9504.442333848176, -1097.6466735378203, 1.3403149505685716, -5458.935370566875, -0.7116486026546729, -4179.922035088883, -1.200403446832483]",0.4976511999993818
2025-08-29,True,42,2307.4593796031745,2410.7418858465626,24246.98326635315,0.0,24246.98326635315,True,"[-1052.1518148840776, -5871.709392359259, 0.9875944598091206, -7409.590091643477, 0.15211494380826496, -3183.391027414193, -0.5852349982977652]",0.4940227000042796
2025-08-30,True,42,2410.7418858465626,2730.4726945502675,24599.206705696823,0.0,24599.206705696823,True,"[-8995.197800912842, -6136.631046567186, -0.6891863653617774, -5171.823382285514, -1.4562209095935073, -7702.064447380071, -1.1709235210458262]",0.6367618000076618
2025-08-31,True,42,2730.4726945502675,2386.532960211641,55912.36285478878,428.83516573333156,56341.19802052211,True,"[-8098.754652128944, -9381.516404827948, -1.6263608111841308, -4660.508310720783, -1.6917536193613762, -3436.166499407098, -1.6636049626160976]",0.628546699997969
2025-09-01,True,42,2386.532960211641,5813.809448169762,50734.77686739914,0.0,50734.77686739914,True,"[-5085.814923938509, -2940.187012351108, 1.3867293053257272, -3352.434025903132, -1.2565812878991887, -5021.521726705562, 0.5028092598186586]",0.6738978999928804
2025-09-02,True,42,5813.809448169762,5645.953885158729,47992.45870427083,0.0,47992.45870427083,True,"[-3772.531012735998, -968.5955193671248, -1.6443907274902256, -4259.085657214395, 1.1010963368805382, -832.8118362823637, 1.1778915499324145]",0.6101669000054244
2025-09-03,True,42,5645.953885158729,5570.727966031747,49298.46724766822,0.0,49298.46724766822,True,"[-2510.731833688403, -3334.610808414705, 0.4319192667708398, -1491.4566248886651, -0.5888180183074914, -308.8881109807836, -1.4414432892467421]",0.6164090999955079
2025-09-04,True,42,5570.727966031747,5476.635274973543,48667.02167676069,0.0,48667.02167676069,True,"[-1454.8729026967735, -3574.7795338658207, 0.5329190612351602, -1253.202068326354, -1.3377306482925988, -2928.4723298544404, 0.39158310345497105]",0.6347824000113178
2025-09-05,True,42,5476.635274973543,5689.824908703702,19125.684597299973,0.0,19125.684597299973,True,"[-179.0009599631066, -1925.436267561809, 0.9674888881076451, -3482.2917363349616, 0.33983036816988355, -8712.217528143867, -1.087137212355565]",0.6306299999996554
2025-09-06,True,42,5689.824908703702,10347.418759259259,21493.885632020487,0.0,21493.885632020487,True,"[-186.79284757935937, -6773.211259973785, -0.5761200239896982, -7280.993357533345, 0.27250706875354114, -7195.221569004856, -1.8315158074872975]",0.6810155999992276
2025-09-07,True,42,10347.418759259259,5420.235801851853,44780.82409895743,0.0,44780.82409895743,True,"[-541.426265946901, -6006.361383232179, -1.1973027983034759, -901.4340484971499, -0.3667304329939942, -8127.8187711174705, 1.5599128373891764]",0.7712056000018492
2025-09-08,True,42,5420.235801851853,1350.5971361111106,38335.35549464227,6795.823290865439,45131.178785507705,True,"[-3309.5185817394963, -1037.5744790121157, -1.639121743758194, -609.5746396729115, 0.6291103130574474, -7504.544073055442, -1.3000957551188357]",0.6645682999951532
2025-09-09,True,42,1350.5971361111106,4010.915106635009,42510.52498683554,2045.1504301404816,44555.67541697602,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3899853000039002
2025-09-10,True,42,4010.915106635009,1635.079610185185,41263.5610914051,8742.053736739917,50005.614828145015,True,"[-2857.3332124608173, -4548.277686821929, 1.268889804424088, -599.0640546336003, 0.08190562460268591, -8068.125773242941, -0.24762926995070567]",0.5700246000051266
2025-09-11,True,42,1635.079610185185,1998.478023858623,42360.32956711118,65.84088076190413,42426.17044787308,False,"[-9600.0, -9600.0, 0.0, -9600.0, 0.0, -9600.0, 0.0]",0.6650214000110282
