slot_index,observation_time_label,load_actual_kw_mean,load_actual_kw_std,load_actual_kw_min,load_actual_kw_max,pv_actual_kw_mean,pv_actual_kw_std,pv_actual_kw_min,pv_actual_kw_max,net_load_actual_kw_mean,net_load_actual_kw_std,net_load_actual_kw_min,net_load_actual_kw_max,price_fixed_yuan_per_kwh_mean,price_fixed_yuan_per_kwh_std,price_fixed_yuan_per_kwh_min,price_fixed_yuan_per_kwh_max,price_variable_yuan_per_kwh_mean,price_variable_yuan_per_kwh_std,price_variable_yuan_per_kwh_min,price_variable_yuan_per_kwh_max
98,16:20,5661.5926443835615,1318.6817024913323,3146.5399,7744.4755,2687.413112876712,1055.1587492824244,861.2207,4537.82,2974.17953150685,1542.6554092000194,-748.4241000000002,5431.2366999999995,0.8271000000000001,0.0,0.8271,0.8271,0.82714,0.14666740010222878,0.4817,1.0778
99,16:30,5665.892246575342,1311.814994237136,3123.24,7786.68,2383.1779109589042,1055.399717447904,611.5125,4093.275,3282.7143356164383,1525.5600534314867,-434.895,5741.7699999999995,0.8518999999999999,0.0,0.8519,0.8519,0.8519134246575343,0.1477608054119453,0.4914,1.0929
100,16:40,5689.037155342466,1279.9107068669437,3277.3729,7685.9396,2089.1245602739727,1056.4679343236635,387.9245,3848.9625,3599.912595068493,1490.0444259023611,-48.59619999999995,6189.682,0.8790999999999999,0.0,0.8791,0.8791,0.8790728767123288,0.14643070541242673,0.4975,1.1491
101,16:50,5603.661364383562,1404.9474480765211,2935.9918,7748.7319,1791.0829265753425,1050.7969765275188,165.296,3506.8252,3812.578437808219,1587.4994267496436,-83.4679000000001,6377.1101,0.9024,0.0,0.9024,0.9024,0.9024243835616439,0.14187859840028122,0.56,1.1532
102,17:00,5466.712356164384,1617.3531641976153,2478.11,7797.58,1501.7282876712327,1023.113855724218,0.0,3138.9375,3964.984068493151,1755.2160779114581,-385.8924999999999,6386.097500000001,0.9163,0.0,0.9163,0.9163,0.9162898630136986,0.15308245724327957,0.5557,1.1698
103,17:10,5467.39386630137,1642.6663982981463,2329.3455,7873.013,1255.1723446575343,959.7831728816079,0.0,2827.8144,4212.221521643835,1741.341242564534,-193.12210000000005,6516.7242,0.9264000000000001,0.0,0.9264,0.9264,0.9263846575342466,0.17090495265171549,0.5262,1.2008
104,17:20,5464.727020547945,1593.272790004111,2500.385,7846.4899,1036.3322613698629,873.7231761537794,0.0,2540.266,4428.394759178082,1651.3075303179317,435.74440000000004,6527.8795,0.9462,0.0,0.9462,0.9462,0.9461676712328767,0.16690740111027472,0.5336,1.174
105,17:30,5492.445808219178,1624.4240140288293,2466.69,7792.13,836.7774657534247,774.665669289492,0.0,2255.85,4655.668342465754,1641.7243117256783,639.1374999999998,6397.64,0.9742,0.0,0.9742,0.9742,0.9741663013698629,0.15963745064049611,0.5758,1.181
106,17:40,5621.730768767123,1710.6752509008336,2428.6276,7978.8849,665.2313175342466,669.8649016741504,0.0,1943.9756,4956.499451232877,1698.8814081094947,762.9038,6687.7481,0.9861999999999999,0.0,0.9862,0.9862,0.9862210958904111,0.1646605770218523,0.5853,1.2098
107,17:50,5091.212649589041,1394.640501809635,2496.0867,7318.9129,516.6757632876712,566.8163041039601,0.0,1657.6369,4574.53688630137,1354.6890797564142,1281.3024999999998,6166.3636,0.976,0.0,0.976,0.976,0.9759786301369863,0.170575758952069,0.5743,1.1793
108,18:00,4208.568849315068,901.3352918850853,2446.93,6155.93,386.6730821917808,465.77986820742,0.0,1357.125,3821.895767123288,814.326251691218,1554.2575000000002,5247.405,1.0742,0.0,1.0742,1.0742,1.0741761643835617,0.1357089923756759,0.7589,1.287
109,18:10,4122.761076986301,845.852654961946,2506.0886,5899.2786,275.7932994520548,363.3104366902674,0.0,1062.3324,3846.9677775342466,756.4358153543502,2004.9909,5484.334199999999,1.2313,0.0,1.2313,1.2313,1.2312750684931506,0.08650321316402834,0.9981,1.4337
110,18:20,4255.935768493151,914.1181233233232,2518.6813,6167.495,182.9526109589041,266.2427623934527,0.0,823.5528,4072.983157534247,844.7553719851219,2269.7596000000003,5734.8313,1.2561,0.0,1.2561,1.2561,1.2560512328767124,0.07997487125851786,1.0657,1.4668
111,18:30,4225.952410958905,913.3273461283903,2486.51,6139.09,108.34140410958905,179.483424055858,0.0,598.1625,4117.611006849315,859.6962434072475,2486.51,5865.2875,1.2447,0.0,1.2447,1.2447,1.2446528767123288,0.0877853295942808,1.0398,1.4606
112,18:40,4233.3384501369865,922.7793292248614,2354.0137,6341.6323,54.312083287671236,102.29029614961503,0.0,370.2846,4179.026366849315,890.7530794564246,2353.986,5998.9534,1.2545,0.0,1.2545,1.2545,1.2545246575342466,0.09012978886519786,1.0529,1.4648
113,18:50,4246.462453424658,919.4489102318597,2441.8696,6335.7991,18.656919726027397,40.70881644335923,0.0,150.7904,4227.80553369863,907.273201447742,2441.8527,6187.7666,1.2522,0.0,1.2522,1.2522,1.252178904109589,0.0897587576853275,1.0452,1.449
114,19:00,4239.179452054795,906.9169014959027,2539.74,6164.22,0.27534246575342464,1.2798844783805285,0.0,8.7375,4238.904109589041,906.7835247027924,2539.74,6164.22,1.2881,0.0,1.2881,1.2881,1.2881276712328769,0.1103238259278754,1.0298,1.5733
115,19:10,4244.668373698631,923.3762976082264,2466.7082,6132.0983,0.2295895890410959,0.7164624668674383,0.0,4.4353,4244.4387841095895,923.2705456066806,2466.7082,6132.0983,1.3466,0.0,1.3466,1.3466,1.3465827397260275,0.16486438667120717,1.0568,1.7497
116,19:20,4251.918728219178,928.2806537691318,2460.1807,6158.6908,0.6007408219178082,1.3183219195330478,0.0,5.3783,4251.31798739726,927.8356838446358,2460.1807,6155.5388,1.3523,0.0,1.3523,1.3523,1.352309315068493,0.16901939813511987,1.0646,1.7416
117,19:30,4256.681287671233,910.7217226667398,2491.39,6160.53,0.0,0.0,0.0,0.0,4256.681287671233,910.7217226667398,2491.39,6160.53,1.3445,0.0,1.3445,1.3445,1.3444901369863014,0.1591241914639226,1.0109,1.6968
118,19:40,4267.394735068493,902.7921961033552,2519.7238,6134.0676,0.01644986301369863,0.05145009724820074,0.0,0.3184,4267.37828520548,902.7841272917616,2519.7238,6134.0676,1.3483,0.0,1.3483,1.3483,1.3482487671232877,0.16345443169766807,1.028,1.7686
119,19:50,4269.9750315068495,915.2981712516464,2489.5707,6117.432,0.04310438356164384,0.09466309219905952,0.0,0.3861,4269.931927123287,915.2680515736603,2489.5707,6117.1141,1.349,0.0,1.349,1.349,1.348950684931507,0.16257151015165947,1.0496,1.7113
120,20:00,4268.670164383562,929.1091588924763,2456.66,6278.32,0.0,0.0,0.0,0.0,4268.670164383562,929.1091588924763,2456.66,6278.32,1.3473,0.0,1.3473,1.3473,1.3473123287671234,0.16234249234292103,1.0708,1.7196
121,20:10,4282.224460273973,916.9870204092151,2546.033,6178.5016,0.0011495890410958905,0.0037026543932594533,0.0,0.0229,4282.223310684932,916.9863968357155,2546.033,6178.5016,1.3482,0.0,1.3482,1.3482,1.348163287671233,0.1651561171864566,1.0643,1.7345
122,20:20,4291.704944109589,906.1860810546771,2582.0632,6239.4259,0.0030690410958904113,0.006805690121804015,0.0,0.0277,4291.701875068493,906.183804628829,2582.0632,6239.4038,1.3513,0.0,1.3513,1.3513,1.3513334246575341,0.16642909383676716,1.0675,1.7422
123,20:30,4291.361068493151,910.4505318137284,2582.93,6257.54,0.0,0.0,0.0,0.0,4291.361068493151,910.4505318137284,2582.93,6257.54,1.34,0.0,1.34,1.34,1.3400183561643835,0.16268586975232552,1.0473,1.7191
124,20:40,4293.918153424657,910.231304849683,2543.6068,6222.3881,4.0821917808219176e-05,0.0002238631439308347,0.0,0.0016,4293.91811260274,910.2312841741303,2543.6068,6222.3881,1.3489,0.0,1.3489,1.3489,1.3489093150684932,0.16198406267698917,1.048,1.7648
125,20:50,4295.2135186301375,905.3609745679179,2507.8797,6112.2518,0.00018164383561643834,0.0004808046532186187,0.0,0.002,4295.213336986301,905.3608324256629,2507.8797,6112.2518,1.3952,0.0,1.3952,1.3952,1.3952457534246576,0.17167605247756518,1.1047,1.7936
126,21:00,4302.030712328767,903.032815656352,2491.94,6192.12,0.0,0.0,0.0,0.0,4302.030712328767,903.032815656352,2491.94,6192.12,1.2226,0.0,1.2226,1.2226,1.2226331506849315,0.13715898580488214,0.9615,1.5304
127,21:10,4320.96182520548,906.3032712138834,2505.9998,6122.8881,0.0,0.0,0.0,0.0,4320.96182520548,906.3032712138834,2505.9998,6122.8881,0.9332,0.0,0.9332,0.9332,0.9331597260273973,0.0979324298616452,0.6863,1.1515
128,21:20,4302.329183287671,902.5914388881587,2549.9489,6354.5294,0.0,0.0,0.0,0.0,4302.329183287671,902.5914388881587,2549.9489,6354.5294,0.9068,0.0,0.9068,0.9068,0.9068391780821918,0.09226509539903441,0.6926,1.0946
129,21:30,4322.675835616438,902.6600851763212,2537.61,6271.67,0.0,0.0,0.0,0.0,4322.675835616438,902.6600851763212,2537.61,6271.67,0.9371000000000002,0.0,0.9371,0.9371,0.9371194520547946,0.09355172089927273,0.725,1.1779
130,21:40,4428.808330136986,919.8824510465754,2645.7689,6239.0595,0.0,0.0,0.0,0.0,4428.808330136986,919.8824510465754,2645.7689,6239.0595,0.9371000000000002,0.0,0.9371,0.9371,0.9370676712328767,0.09598149802419509,0.6889,1.1765
131,21:50,4030.161435342466,819.8984087588696,2373.2293,5695.3445,0.0,0.0,0.0,0.0,4030.161435342466,819.8984087588696,2373.2293,5695.3445,0.9871,0.0,0.9871,0.9871,0.9870958904109589,0.09680419860564037,0.7455,1.1925
132,22:00,3362.7419452054796,677.9258471271568,2043.72,5134.27,0.0,0.0,0.0,0.0,3362.7419452054796,677.9258471271568,2043.72,5134.27,0.7763999999999999,0.0,0.7764,0.7764,0.7764457534246575,0.08665922564784481,0.5792,0.9669
133,22:10,3309.3933638356166,673.0922397458579,1995.7176,5017.3322,0.0,0.0,0.0,0.0,3309.3933638356166,673.0922397458579,1995.7176,5017.3322,0.4209,0.0,0.4209,0.4209,0.4209175342465753,0.07467136806158751,0.2284,0.6333
134,22:20,3412.9562613698627,686.2228679376518,2181.4693,5135.3427,0.0,0.0,0.0,0.0,3412.9562613698627,686.2228679376518,2181.4693,5135.3427,0.38589999999999997,0.0,0.3859,0.3859,0.38586739726027397,0.07628521024597802,0.1958,0.5995
135,22:30,3381.9312602739724,666.867837155514,2052.41,5325.33,0.0,0.0,0.0,0.0,3381.9312602739724,666.867837155514,2052.41,5325.33,0.4368,0.0,0.4368,0.4368,0.43682164383561645,0.07638671636384711,0.2565,0.6385
136,22:40,3386.559207671233,659.3112311784973,2128.9587,5021.5216,0.0,0.0,0.0,0.0,3386.559207671233,659.3112311784973,2128.9587,5021.5216,0.4198,0.0,0.4198,0.4198,0.41980246575342467,0.07148947067212263,0.2457,0.6189
137,22:50,3400.484604109589,652.5748268161188,2118.1155,5064.3425,0.0,0.0,0.0,0.0,3400.484604109589,652.5748268161188,2118.1155,5064.3425,0.4186,0.0,0.4186,0.4186,0.41858493150684933,0.06933483749096946,0.2409,0.6329
138,23:00,3399.242602739726,639.6160859114385,2163.58,4921.47,0.0,0.0,0.0,0.0,3399.242602739726,639.6160859114385,2163.58,4921.47,0.4240999999999999,0.0,0.4241,0.4241,0.4240512328767123,0.06963351535997539,0.2551,0.6036
139,23:10,3406.980872054795,631.2374409604463,2234.4039,4906.6991,0.0,0.0,0.0,0.0,3406.980872054795,631.2374409604463,2234.4039,4906.6991,0.42369999999999997,0.0,0.4237,0.4237,0.42366575342465757,0.07045607824249554,0.2688,0.6346
140,23:20,3416.1518219178083,628.3869439542609,2259.3897,4947.172,0.0,0.0,0.0,0.0,3416.1518219178083,628.3869439542609,2259.3897,4947.172,0.42479999999999996,0.0,0.4248,0.4248,0.42478191780821917,0.06764847245860199,0.2408,0.5992
141,23:30,3421.9811232876714,633.737747845325,2199.38,4957.13,0.0,0.0,0.0,0.0,3421.9811232876714,633.737747845325,2199.38,4957.13,0.424,0.0,0.424,0.424,0.42404575342465756,0.06784089227456663,0.2646,0.5903
142,23:40,3429.692305205479,648.5228837250277,2172.6978,5124.9897,0.0,0.0,0.0,0.0,3429.692305205479,648.5228837250277,2172.6978,5124.9897,0.422,0.0,0.422,0.422,0.4220134246575342,0.07122411703037099,0.2657,0.625
143,23:50,3439.0610131506846,578.41204083528,2254.1548,4864.2471,0.0,0.0,0.0,0.0,3439.0610131506846,578.41204083528,2254.1548,4864.2471,0.424,0.0,0.424,0.424,0.42401698630136986,0.07061355624848177,0.2763,0.6361
144,0:00+1,3444.725890410959,626.7300815378928,2207.79,4942.6,0.0,0.0,0.0,0.0,3444.725890410959,626.7300815378928,2207.79,4942.6,0.4270999999999999,0.0,0.4271,0.4271,0.4271490410958904,0.06457364081700594,0.257,0.6008
