calibrations,residual_count,initial_soc_kwh,final_soc_kwh,calibration_seconds,day_seconds
"[{'theta': array([-7472.15924529]), 'n_active': 1, 'beta1_train': -3791.1543956467913, 'beta0_train': -3808.457237077688, 'beta1_val': -3744.6955149862665, 'beta0_val': -3803.081688765432, 'selected_score': -3808.457237077688, 'evaluations': 50, 'seconds': 0.09631800001079682, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-9600.,     0., -9600.,     0., -9600.,     0.]), 'n_active': 6, 'beta1_train': 2537.783021468295, 'beta0_train': -996.1064885326815, 'beta1_val': 8062.442236602522, 'beta0_val': 6030.150575484553, 'selected_score': -996.1064885326815, 'evaluations': 275, 'seconds': 0.3849541999952635, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1251.4279825925926,2080.202753233508,0.4812722000060603,0.6297480000066571
"[{'theta': array([-641.39151957]), 'n_active': 1, 'beta1_train': -2290.8767564900973, 'beta0_train': -2879.4680501908856, 'beta1_val': -2079.2426055792553, 'beta0_val': -2691.5626040454604, 'selected_score': -2879.554239606985, 'evaluations': 50, 'seconds': 0.09781720000319183, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-2.66748691e+03, -1.51024342e-01, -6.23101638e+02, -3.63482791e-01,
       -9.55904381e+03, -1.20675679e-01]), 'n_active': 6, 'beta1_train': 2954.540264578858, 'beta0_train': -355.05936292250755, 'beta1_val': 3827.192737755661, 'beta0_val': 1830.6241877904306, 'selected_score': -359.72652731052796, 'evaluations': 275, 'seconds': 0.43467689999670256, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2080.202753233508,3556.684298783176,0.5324940999998944,0.6832955999998376
"[{'theta': array([-3316.67642155]), 'n_active': 1, 'beta1_train': -554.5177957560746, 'beta0_train': -556.2029835684971, 'beta1_val': -548.1440529185708, 'beta0_val': -550.5149977047435, 'selected_score': -556.2029835684971, 'evaluations': 20, 'seconds': 0.0620098999934271, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-4.93004687e+03,  6.36253364e-01, -4.98607888e+01,  9.95128673e-01,
       -7.89671011e+03, -7.89362498e-01]), 'n_active': 6, 'beta1_train': 1018.7617164668554, 'beta0_train': 36.13087738622211, 'beta1_val': 384.692536187894, 'beta0_val': -543.2895618934609, 'selected_score': -28.60200757361955, 'evaluations': 275, 'seconds': 0.3752316000027349, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3556.684298783176,3703.6017188782535,0.437241499996162,0.5952703999937512
"[{'theta': array([-5206.37099409]), 'n_active': 1, 'beta1_train': -1467.8533632491044, 'beta0_train': -1469.539487729791, 'beta1_val': -1510.4173803786898, 'beta0_val': -1510.4173803786898, 'selected_score': -1469.539487729791, 'evaluations': 20, 'seconds': 0.04909290000796318, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-5.58788079e+03, -1.44640297e+00, -1.16043731e+02,  7.57216728e-01,
       -5.68714345e+03,  1.38682721e+00]), 'n_active': 6, 'beta1_train': -2473.8339105314208, 'beta0_train': -3277.81457044709, 'beta1_val': -3528.7684871601055, 'beta0_val': -4004.586114213494, 'selected_score': -3347.671645617802, 'evaluations': 275, 'seconds': 0.38388680000207387, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3703.6017188782535,9768.677551680827,0.43297970001003705,0.5804733999975724
"[{'theta': array([-471.02864858]), 'n_active': 1, 'beta1_train': -4028.5120174858803, 'beta0_train': -4047.3501161924114, 'beta1_val': -4050.0, 'beta0_val': -4050.0, 'selected_score': -4047.3501161924114, 'evaluations': 15, 'seconds': 0.04390409999177791, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-6.13866969e+03, -3.98558696e-01, -1.01258377e+03, -1.73217472e+00,
       -5.62738377e+03,  9.97664215e-01]), 'n_active': 6, 'beta1_train': 2978.712081246984, 'beta0_train': -322.4837580291378, 'beta1_val': 2036.6829253483113, 'beta0_val': -1129.189857222222, 'selected_score': -339.7846542689006, 'evaluations': 275, 'seconds': 0.3376066999917384, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,9768.677551680827,2992.9300824074057,0.38151079998351634,0.5195135999965714
"[{'theta': array([-8222.69973338]), 'n_active': 1, 'beta1_train': -2558.173373204738, 'beta0_train': -2562.1417894315955, 'beta1_val': -2484.6643162668415, 'beta0_val': -2484.6643162668415, 'selected_score': -2562.1417894315955, 'evaluations': 25, 'seconds': 0.05341920000500977, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-3.11102830e+03, -1.80219563e+00, -8.03951790e+02,  9.96611121e-01,
       -1.40234199e+03,  6.44449639e-01]), 'n_active': 6, 'beta1_train': 3456.791901963249, 'beta0_train': 57.31848691984523, 'beta1_val': 2058.7697307338735, 'beta0_val': -981.5506135773013, 'selected_score': 27.793300109676395, 'evaluations': 275, 'seconds': 0.3212755999993533, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2992.9300824074057,3269.289573977988,0.37469480000436306,0.5099941000080435
"[{'theta': array([-3116.63503837]), 'n_active': 1, 'beta1_train': -4139.916411852294, 'beta0_train': -4161.4730291839805, 'beta1_val': -4084.0000818166664, 'beta0_val': -4149.832339855967, 'selected_score': -4161.4730291839805, 'evaluations': 20, 'seconds': 0.05014409999421332, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-3.75316355e+03, -1.15298917e+00, -8.45731363e+02, -5.61045656e-01,
       -5.48711205e+03,  6.51995942e-01]), 'n_active': 6, 'beta1_train': 3326.0245730663173, 'beta0_train': -85.04537278347533, 'beta1_val': 2252.0828282169546, 'beta0_val': -1241.875656016317, 'selected_score': -108.93725871653697, 'evaluations': 275, 'seconds': 0.3233391000103438, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3269.289573977988,3402.0443318862403,0.37348320000455715,0.4947883999993792
"[{'theta': array([-5091.24988829]), 'n_active': 1, 'beta1_train': -4034.346735732474, 'beta0_train': -4045.5374897117717, 'beta1_val': -4028.4096881292962, 'beta0_val': -4028.4096881292962, 'selected_score': -4045.5374897117717, 'evaluations': 25, 'seconds': 0.05403469999146182, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-3.80320304e+03, -1.42233726e+00, -8.13696414e+03,  1.56461608e+00,
       -6.18552760e+03,  1.52769961e+00]), 'n_active': 6, 'beta1_train': 2385.792624675546, 'beta0_train': -534.4533259735553, 'beta1_val': 1689.563714930874, 'beta0_val': -1235.8600169297115, 'selected_score': -534.4533259735553, 'evaluations': 275, 'seconds': 0.31215939999674447, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3402.0443318862403,3007.3599057407405,0.3661940999882063,0.4932773000036832
"[{'theta': array([-5622.55267018]), 'n_active': 1, 'beta1_train': -1881.32497187325, 'beta0_train': -1913.732681942505, 'beta1_val': -1913.5656145320863, 'beta0_val': -1913.5656145320863, 'selected_score': -1913.732681942505, 'evaluations': 50, 'seconds': 0.08786320000945125, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-1.13492765e+03,  3.34437276e-01, -1.16842808e+03, -9.12970246e-01,
       -5.47610370e+03,  9.48491956e-01]), 'n_active': 6, 'beta1_train': 4158.687177171926, 'beta0_train': 419.6204894772692, 'beta1_val': 2219.644758264184, 'beta0_val': -573.8345362294538, 'selected_score': 378.5572176148097, 'evaluations': 275, 'seconds': 0.36673619999783114, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3007.3599057407405,3522.274732866334,0.4545994000072824,0.5890256999991834
"[{'theta': array([-1033.48140488]), 'n_active': 1, 'beta1_train': -354.38574950407775, 'beta0_train': -365.2945697447953, 'beta1_val': -387.2467335562989, 'beta0_val': -387.2467335562989, 'selected_score': -365.2945697447953, 'evaluations': 20, 'seconds': 0.05012309999438003, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-1.91785515e+03,  6.03605749e-01, -1.30822238e+02, -6.05245905e-01,
       -3.15077176e+03, -9.12410408e-01]), 'n_active': 6, 'beta1_train': 1112.4624076325647, 'beta0_train': 482.3529024797925, 'beta1_val': 189.85806503177514, 'beta0_val': -467.2445954491793, 'selected_score': 444.17250852157986, 'evaluations': 275, 'seconds': 0.30520820000674576, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3522.274732866334,2223.5347306743706,0.3553313000011258,0.48692450000089593
"[{'theta': array([-4093.71353865]), 'n_active': 1, 'beta1_train': -938.6274821421387, 'beta0_train': -947.7435620366216, 'beta1_val': -953.9710245188611, 'beta0_val': -971.1999338604251, 'selected_score': -947.7435620366216, 'evaluations': 20, 'seconds': 0.04563320000306703, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-1.09471489e+03, -4.48490087e-01,  1.82985669e+01,  1.15999506e+00,
       -1.20946604e+03,  7.96522448e-01]), 'n_active': 6, 'beta1_train': 527.4185016206127, 'beta0_train': -171.06245383938, 'beta1_val': -386.9232963911069, 'beta0_val': -962.4465703130497, 'selected_score': -217.58006543129477, 'evaluations': 275, 'seconds': 0.31910100000095554, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2223.5347306743706,2993.1317578782264,0.36473420000402257,0.4932136999996146
"[{'theta': array([-1301.51444041]), 'n_active': 1, 'beta1_train': -3667.009206784366, 'beta0_train': -3815.651282597976, 'beta1_val': -3515.045315422998, 'beta0_val': -3762.838893751122, 'selected_score': -3815.651282597976, 'evaluations': 20, 'seconds': 0.04916209999646526, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-5.64014777e+03, -1.80385191e+00, -5.62469031e+03, -1.57275116e+00,
       -6.37192426e+02,  1.90934203e+00]), 'n_active': 6, 'beta1_train': 3936.728633925499, 'beta0_train': 564.1404740903226, 'beta1_val': 2826.3573418833485, 'beta0_val': -689.7001281674313, 'selected_score': 558.6369437129761, 'evaluations': 275, 'seconds': 0.353007500001695, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2993.1317578782264,2873.968107241447,0.40216959999816027,0.5318686999962665
"[{'theta': array([-1931.19063416]), 'n_active': 1, 'beta1_train': -3372.964641943283, 'beta0_train': -3408.1453250164113, 'beta1_val': -3409.2000000000003, 'beta0_val': -3409.2000000000003, 'selected_score': -3408.1453250164113, 'evaluations': 20, 'seconds': 0.0471049000043422, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-6.91400056e+03, -7.76409966e-01, -5.17549071e+02,  1.49998958e+00,
       -1.84548547e+03, -9.94195477e-01]), 'n_active': 6, 'beta1_train': 3680.2145157105206, 'beta0_train': 429.6263547423836, 'beta1_val': 1500.7121417475557, 'beta0_val': -955.2917708512098, 'selected_score': 407.86465363855456, 'evaluations': 275, 'seconds': 0.3467411000019638, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2873.968107241447,2330.8371113320395,0.393846000006306,0.529310700003407
"[{'theta': array([-3388.62357094]), 'n_active': 1, 'beta1_train': -3235.567872607963, 'beta0_train': -3265.389501828465, 'beta1_val': -3266.4, 'beta0_val': -3266.4, 'selected_score': -3265.389501828465, 'evaluations': 20, 'seconds': 0.042617500002961606, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-9.33992332e+03, -1.61038680e+00, -7.35332427e+02, -1.66061874e+00,
       -7.76726939e+03, -1.65520454e+00]), 'n_active': 6, 'beta1_train': 4419.44312030738, 'beta0_train': 1235.1789158024123, 'beta1_val': 2078.7284127775706, 'beta0_val': -232.40293727690965, 'selected_score': 1031.7218692302652, 'evaluations': 275, 'seconds': 0.35359949999838136, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2330.8371113320395,2212.1825918271347,0.39621700000134297,0.5413349000009475
"[{'theta': array([-3675.84504876]), 'n_active': 1, 'beta1_train': -2962.07144874762, 'beta0_train': -2972.1131506731485, 'beta1_val': -2992.823402889971, 'beta0_val': -2992.823402889971, 'selected_score': -2972.1131506731485, 'evaluations': 20, 'seconds': 0.052346399999805726, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-5.15974529e+03,  1.45143568e+00, -6.58084432e+02, -1.77979804e+00,
       -3.11492466e+03, -1.68558716e+00]), 'n_active': 6, 'beta1_train': 4102.457629464134, 'beta0_train': 1200.0386226263627, 'beta1_val': 2145.503887805649, 'beta0_val': -711.9976511048854, 'selected_score': 959.2242546956913, 'evaluations': 275, 'seconds': 0.37000650000118185, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2212.1825918271347,2479.7860033875604,0.4223529000009876,0.5660895999899367
"[{'theta': array([-6708.01107255]), 'n_active': 1, 'beta1_train': -1090.5529537031755, 'beta0_train': -1102.9947587648128, 'beta1_val': -1114.6478346008232, 'beta0_val': -1114.6478346008232, 'selected_score': -1102.9947587648128, 'evaluations': 15, 'seconds': 0.04979289999755565, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-4.82577543e+03, -3.27301107e-01, -4.97368690e+02,  1.67275583e+00,
       -4.45030641e+03, -6.49190593e-01]), 'n_active': 6, 'beta1_train': 4638.943766745651, 'beta0_train': 1055.0990125958092, 'beta1_val': 2511.0160016277437, 'beta0_val': -254.0024375017738, 'selected_score': 1028.7626867175102, 'evaluations': 275, 'seconds': 0.35286939999787137, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2479.7860033875604,2581.7748746512557,0.402662299995427,0.5588981000037165
"[{'theta': array([-9315.71853054]), 'n_active': 1, 'beta1_train': -630.5224405793394, 'beta0_train': -640.7333167535401, 'beta1_val': -683.8600150089997, 'beta0_val': -683.8600150089997, 'selected_score': -640.7333167535401, 'evaluations': 15, 'seconds': 0.0434697999880882, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-5.42765402e+03, -5.35935565e-01, -1.59857253e+02, -2.65025606e-01,
       -3.30898069e+03,  9.55051007e-01]), 'n_active': 6, 'beta1_train': 1264.7840647366766, 'beta0_train': 600.3909182083826, 'beta1_val': 55.5564672718308, 'beta0_val': -591.2736764350385, 'selected_score': 518.6853972961683, 'evaluations': 275, 'seconds': 0.35546240000985563, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2581.7748746512557,2814.2017555314883,0.3989321999979438,0.5497349000070244
"[{'theta': array([-2079.26823176]), 'n_active': 1, 'beta1_train': -1027.1998356243635, 'beta0_train': -1031.8110920653992, 'beta1_val': -1008.2621670225942, 'beta0_val': -1008.2621670225942, 'selected_score': -1031.8110920653992, 'evaluations': 20, 'seconds': 0.04439670000283513, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-9600.,     0., -9600.,     0., -9600.,     0.]), 'n_active': 6, 'beta1_train': -2492.1511826060714, 'beta0_train': -2993.264481029563, 'beta1_val': -3424.7689540671463, 'beta0_val': -4078.49491335861, 'selected_score': -2993.264481029563, 'evaluations': 275, 'seconds': 0.3337768000055803, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2814.2017555314883,9981.854628897672,0.37817350000841543,0.513943099998869
"[{'theta': array([-777.95779286]), 'n_active': 1, 'beta1_train': -3152.325082821153, 'beta0_train': -3182.0775111385356, 'beta1_val': -3183.6, 'beta0_val': -3183.6, 'selected_score': -3182.0775111385356, 'evaluations': 15, 'seconds': 0.03793830001086462, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-2.18685909e+03, -7.50019560e-01, -6.01664360e+02, -8.83132711e-01,
       -6.69980358e+03, -1.64273009e+00]), 'n_active': 6, 'beta1_train': 3922.0783745528747, 'beta0_train': 1116.262044642576, 'beta1_val': 2903.593799373941, 'beta0_val': -751.9384880028953, 'selected_score': 987.5977523584198, 'evaluations': 275, 'seconds': 0.3595008999982383, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,9981.854628897672,2362.654924058406,0.39743920000910293,0.5251084999908926
"[{'theta': array([-8352.54154678]), 'n_active': 1, 'beta1_train': -2668.3369081423457, 'beta0_train': -2680.0267795659415, 'beta1_val': -2843.2042252573083, 'beta0_val': -2843.2042252573083, 'selected_score': -2680.0267795659415, 'evaluations': 20, 'seconds': 0.04805189999751747, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-1.88373385e+03, -1.48285871e-02,  2.63059393e+01, -1.73327455e-01,
       -5.09561919e+03,  9.77951577e-01]), 'n_active': 6, 'beta1_train': 3024.6048752504335, 'beta0_train': 1345.6013434218748, 'beta1_val': 1923.6127048844269, 'beta0_val': -742.745517149836, 'selected_score': 1290.656957818252, 'evaluations': 275, 'seconds': 0.3342287999985274, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2362.654924058406,2700.521837440173,0.38228069999604486,0.5062968999991426
"[{'theta': array([-6382.47251602]), 'n_active': 1, 'beta1_train': -3231.937960627886, 'beta0_train': -3255.8579121494763, 'beta1_val': -3252.8515371805292, 'beta0_val': -3252.8515371805292, 'selected_score': -3255.8579121494763, 'evaluations': 15, 'seconds': 0.03423530000145547, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-8.49743676e+03, -6.95025079e-01, -7.19148876e+02, -1.26734867e+00,
       -4.64034779e+02, -6.69488329e-01]), 'n_active': 6, 'beta1_train': 4214.356642439826, 'beta0_train': 1470.5948100376227, 'beta1_val': 3275.811227049066, 'beta0_val': -739.7081580428185, 'selected_score': 1271.3711356897759, 'evaluations': 275, 'seconds': 0.3150303000002168, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2700.521837440173,2492.3235300000015,0.3492656000016723,0.48332629998913035
"[{'theta': array([-6027.98237891]), 'n_active': 1, 'beta1_train': -3849.9531659798286, 'beta0_train': -3885.2879200061725, 'beta1_val': -3886.8, 'beta0_val': -3886.8, 'selected_score': -3885.2879200061725, 'evaluations': 15, 'seconds': 0.03588029999809805, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-5.62154672e+03, -4.33518948e-01, -4.38943581e+02,  1.55572395e+00,
       -5.51921975e+03,  4.59298993e-01]), 'n_active': 6, 'beta1_train': 3934.9927168058002, 'beta0_train': 1073.1127497057928, 'beta1_val': 3282.349280416414, 'beta0_val': -1016.5534560829589, 'selected_score': 934.6965807032124, 'evaluations': 275, 'seconds': 0.3185446999996202, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2492.3235300000015,2937.372034294522,0.35442499999771826,0.4752172000007704
"[{'theta': array([-2720.50044224]), 'n_active': 1, 'beta1_train': -1885.4232142721953, 'beta0_train': -1910.6679846565098, 'beta1_val': -1911.6, 'beta0_val': -1911.6, 'selected_score': -1910.6679846565098, 'evaluations': 15, 'seconds': 0.035115499995299615, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-7.88292271e+03,  1.46516740e+00, -7.80707863e+02, -1.58413382e+00,
       -8.37625234e+02, -8.80407458e-01]), 'n_active': 6, 'beta1_train': 4844.073293118824, 'beta0_train': 1586.8464778844568, 'beta1_val': 1791.6030797489643, 'beta0_val': -516.0417670682483, 'selected_score': 1425.8133789561587, 'evaluations': 275, 'seconds': 0.3325755999976536, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2937.372034294522,2353.399655944234,0.36769109999295324,0.4911173000000417
"[{'theta': array([-2977.46012599]), 'n_active': 1, 'beta1_train': -397.2556082972631, 'beta0_train': -402.9528057262711, 'beta1_val': -364.86527843646263, 'beta0_val': -364.86527843646263, 'selected_score': -402.9528057262711, 'evaluations': 25, 'seconds': 0.05736669999896549, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-3.16955526e+03,  1.17938697e+00, -2.23461775e+02,  1.67028070e+00,
       -6.43902107e+03, -7.04550616e-01]), 'n_active': 6, 'beta1_train': 1613.7479889221172, 'beta0_train': 1014.3461543056096, 'beta1_val': 743.0257906374202, 'beta0_val': -302.51796042085545, 'selected_score': 912.2303396191501, 'evaluations': 275, 'seconds': 0.33315059999586083, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2353.399655944234,2676.6926631509245,0.3905172999948263,0.5250420999946073
"[{'theta': array([-4243.13419217]), 'n_active': 1, 'beta1_train': -1420.4618834898663, 'beta0_train': -1428.2257295904574, 'beta1_val': -1545.784551688152, 'beta0_val': -1545.784551688152, 'selected_score': -1428.2257295904574, 'evaluations': 15, 'seconds': 0.03565879999950994, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-1.65260623e+03, -3.20642186e-01, -1.30055357e+02,  1.46844205e+00,
       -3.82651895e+02, -9.94671594e-01]), 'n_active': 6, 'beta1_train': -1535.8650878499875, 'beta0_train': -2281.159392547568, 'beta1_val': -2874.6103275067035, 'beta0_val': -3629.319861989591, 'selected_score': -2362.644628535095, 'evaluations': 275, 'seconds': 0.33092670000041835, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2676.6926631509245,8921.121347657909,0.3665854999999283,0.4905731999897398
"[{'theta': array([-278.81857704]), 'n_active': 1, 'beta1_train': -3895.241511830869, 'beta0_train': -3943.082485310042, 'beta1_val': -3946.8, 'beta0_val': -3946.8, 'selected_score': -3943.082485310042, 'evaluations': 35, 'seconds': 0.07393199999933131, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-5.12084851e+03,  7.15201263e-01, -8.54282814e+03, -3.87360288e-01,
       -8.84377913e+02,  6.79918435e-01]), 'n_active': 6, 'beta1_train': 4968.452766065831, 'beta0_train': 1191.3621417782795, 'beta1_val': 2185.738648337551, 'beta0_val': -789.7760763473232, 'selected_score': 1183.3379780198607, 'evaluations': 275, 'seconds': 0.3121487000025809, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,8921.121347657909,1200.0,0.3860807000019122,0.5067640999914147
"[{'theta': array([-1408.5837593]), 'n_active': 1, 'beta1_train': -3952.706878807807, 'beta0_train': -3965.0011535931576, 'beta1_val': -2389.9491337796417, 'beta0_val': -3415.5524914416783, 'selected_score': -3965.0011535931576, 'evaluations': 20, 'seconds': 0.05355969999800436, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-9600.,     0., -9600.,     0., -9600.,     0.]), 'n_active': 6, 'beta1_train': 3761.6422846639252, 'beta0_train': 115.20265739550419, 'beta1_val': 14197.468942015199, 'beta0_val': 9722.340241375958, 'selected_score': 115.20265739550419, 'evaluations': 275, 'seconds': 0.31416700000409037, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1200.0,1538.3792685185185,0.36772670000209473,0.5057996999967145
"[{'theta': array([-1935.15639577]), 'n_active': 1, 'beta1_train': -1905.7567745297554, 'beta0_train': -1962.346751255346, 'beta1_val': -1054.0172599494977, 'beta0_val': -1583.4472959021732, 'selected_score': -1962.346751255346, 'evaluations': 30, 'seconds': 0.06127950000518467, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([0., 0., 0., 0., 0., 0.]), 'n_active': 6, 'beta1_train': 4571.43681022897, 'beta0_train': 1221.8364315943802, 'beta1_val': 20633.189123294796, 'beta0_val': 24901.211057741275, 'selected_score': 4571.43681022897, 'evaluations': 275, 'seconds': 0.3194608999910997, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1538.3792685185185,1200.0,0.3807403999962844,0.5477940000128001
"[{'theta': array([-942.62935519]), 'n_active': 1, 'beta1_train': -3753.755126760975, 'beta0_train': -3785.5107635060913, 'beta1_val': -3378.5662482333346, 'beta0_val': -3698.5904062260033, 'selected_score': -3785.5107635060913, 'evaluations': 25, 'seconds': 0.04846890000044368, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-8.76743183e+03,  2.89313515e-02, -1.47266882e+02,  1.70918434e+00,
       -2.93690171e+03, -6.91830306e-01]), 'n_active': 6, 'beta1_train': 2599.2427187917256, 'beta0_train': -328.72217011045655, 'beta1_val': 6398.848110999621, 'beta0_val': 3906.76915533014, 'selected_score': -368.2911336410962, 'evaluations': 275, 'seconds': 0.3891628999990644, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1200.0,1718.712244444445,0.4376317999995081,0.5798932000034256
"[{'theta': array([-999.94988871]), 'n_active': 1, 'beta1_train': -33.18778814911395, 'beta0_train': -182.66770794747364, 'beta1_val': 649.6455777961706, 'beta0_val': 62.551580119262894, 'selected_score': -182.66770794747364, 'evaluations': 15, 'seconds': 0.03658869999344461, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([0., 0., 0., 0., 0., 0.]), 'n_active': 6, 'beta1_train': 4494.241775086172, 'beta0_train': 1202.35328142751, 'beta1_val': 26403.132096682497, 'beta0_val': 32213.576869513225, 'selected_score': 4494.241775086172, 'evaluations': 275, 'seconds': 0.31363259999488946, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1718.712244444445,1200.0,0.35022129998833407,0.49282250000396743
