date,grid_kwh,charge_kwh,discharge_kwh,unused_kwh,total_cost,soc_start_kwh,soc_end_kwh
2025-09-13,37146.4007,19666.666666666664,11082.196549999999,20554.829100000003,19798.720763473335,3163.551722222223,8550.0
2025-09-14,63843.75046851853,20141.981851851855,16397.55613333333,2.8705926524708048e-12,39489.485959703336,8550.0,8458.276851851855
2025-09-15,60032.980981069966,21706.257181069956,17499.517483333333,759.2106500000057,37614.031996424506,8458.276851851855,8550.000000000002
2025-09-16,63451.734168296294,20841.916762962963,16881.952578000004,3.47455397786689e-12,39380.204066104816,8550.000000000002,8550.000000000002
2025-09-17,63934.33700781893,20916.940041152262,16942.721433333332,2.5011104298755527e-12,39405.88950287642,8550.000000000002,8550.0
2025-09-18,57239.50549506173,15176.960061728394,16893.505683333333,2.2737367544323206e-13,36809.07387943255,8550.0,3438.702185185186
2025-09-19,32089.58212139918,14393.306954732507,11329.831966666665,12924.754816666671,17666.489035391918,3438.702185185186,3803.9762592592597
2025-09-20,37204.08246666667,19666.666666666664,11658.578633333334,13550.560700000002,19868.924399858333,3803.9762592592597,8550.0
2025-09-21,62107.93497159259,20107.618359259257,16287.170870999998,2.6929569685307797e-12,38714.201726184314,8550.0,8550.0
2025-09-22,64549.97768683127,20715.567386831266,16779.60958333333,3.502975687297294e-12,40099.387150332404,8550.0,8550.0
2025-09-23,66241.46124958848,21709.71403292181,17584.868366666666,3.410605131648481e-13,41389.98618317839,8550.0,8550.0
2025-09-24,65128.93980679013,21398.498456790123,17332.78375,3.410605131648481e-13,40147.910068799814,8550.0,8550.000000000002
2025-09-25,59040.86358518519,15973.076851851849,17267.66216666667,2.0463630789890885e-12,37748.18503422852,8550.000000000002,3739.4778703703705
2025-09-26,31696.149461111112,14613.162777777778,11600.530083333335,10989.273266666669,17349.710373666665,3739.4778703703705,4001.846500000001
2025-09-27,38331.702816666664,19666.66666666666,11836.66185,12700.395750000003,20713.708862916665,4001.846500000001,8550.0
2025-09-28,67635.28441111112,21829.764444444445,17682.1092,2.2239987629291136e-12,41509.411619633334,8550.0,8550.0
2025-09-29,66872.49685246914,21645.290802469135,17532.68555,9.663381206337363e-13,41370.34964041796,8550.0,8550.000000000002
2025-09-30,69011.16563880864,21729.221958641974,18140.2310865,3.879563337250147e-12,42981.707721029576,8550.000000000002,7950.487444444445
2025-10-01,56944.18417222222,21469.283888888887,16850.55865,2663.937400000003,34643.75015487167,7950.487444444445,8550.0
2025-10-02,51122.24290020576,16083.956316872425,17315.930416666666,623.4338833333367,32020.93290533247,8550.0,3785.638000000001
2025-10-03,29247.700168518517,15039.430185185183,11642.074200000001,18033.190483333336,14942.470708018147,3785.638000000001,4385.487166666667
2025-10-04,34819.177266666666,19666.666666666664,12181.93845,14238.466616666672,17542.867360703334,4385.487166666667,8550.0
2025-10-05,58797.24830432099,21375.19598765432,17313.90875,5.684341886080801e-13,35681.86846780019,8550.0,8550.0
2025-10-06,61795.85093765433,21382.85098765433,17320.1093,9.254819133275305e-13,37465.15631081272,8550.0,8550.000000000002
2025-10-07,61860.664822427985,21521.58853909465,17432.486716666666,3.161915174132446e-12,37398.4157897358,8550.000000000002,8550.0
2025-10-08,60535.11744650206,21350.64094650206,17294.01916666667,2.3376856006507296e-12,36615.91036267302,8550.0,8550.0
2025-10-09,55242.59575493827,16874.949938271602,17392.335866666668,2.1245227799226996e-12,34698.20388936156,8550.0,4412.637314814817
2025-10-10,30750.520452880657,15289.55176954732,12206.373583333334,18323.731350000005,15965.81947631897,4412.637314814817,4610.596592592592
2025-10-11,34974.401900000004,19666.666666666668,12384.536933333333,13585.958583333333,17821.058061001666,4610.596592592592,8550.0
2025-10-12,62597.432048353905,21486.716131687237,17404.240066666665,3.410605131648481e-13,37900.95045722858,8550.0,8550.0
2025-10-13,61140.598368312756,21648.43720164609,17535.23413333333,3.410605131648481e-13,37380.60049424642,8550.0,8550.000000000002
2025-10-14,64869.519539506175,21556.264506172836,17460.574249999998,4.787281682183675e-12,39582.23724966241,8550.000000000002,8550.0
2025-10-15,66097.04155699589,21984.304773662552,17807.28686666666,2.2026824808563106e-12,39923.53455806729,8550.0,8550.000000000004
2025-10-16,62802.46575658436,18077.15213991769,18241.159333333333,4.547473508864641e-12,39316.16449059991,8550.000000000004,4551.482111111112
2025-10-17,30763.879174485595,15218.888374485594,12331.333900000001,11872.125383333336,16107.492730254588,4551.482111111112,4546.999537037036
2025-10-18,35477.28958333333,19666.666666666668,12327.299583333332,12061.329233333334,18098.637915285002,4546.999537037036,8550.0
2025-10-19,68219.69429547325,22810.377695473253,18476.40593333333,4.547473508864641e-13,41776.75497624313,8550.0,8550.000000000002
2025-10-20,68611.86121769546,21953.046584362135,17781.967733333335,2.1600499167107046e-12,42000.16740730568,8550.000000000002,8550.0
2025-10-21,70733.37905823045,22477.88267489712,18207.084966666665,4.547473508864641e-13,42894.95247021947,8550.0,8550.0
2025-10-22,69729.24028271605,21970.22938271605,17795.8858,1.7053025658242404e-13,42780.56934917455,8550.0,8550.000000000002
2025-10-23,63980.06241790124,18526.0912345679,17925.525849999998,4.344968829173013e-12,39774.34175416944,8550.000000000002,5306.231166666668
2025-10-24,31918.286258024695,15578.143024691357,13010.608049999999,10930.700566666668,16954.104328934754,5306.231166666668,4870.328722222223
2025-10-25,35977.64663333333,19666.666666666668,12618.295850000002,9530.843083333333,18608.051734553334,4870.328722222223,8550.0
2025-10-26,68746.05237962963,22114.422962962966,17912.682599999996,1.9184653865522705e-13,41799.87502710556,8550.0,8550.0
2025-10-27,67837.27490761317,22551.017057613164,18266.323816666663,2.0037305148434825e-12,41773.12653935626,8550.0,8550.0
2025-10-28,70209.07669362139,22298.184176954728,18061.529183333336,3.398170633772679e-12,42938.546474422816,8550.0,8550.0
2025-10-29,73751.70500967078,23365.516893004118,18926.068683333335,5.684341886080801e-13,45299.630633434484,8550.0,8550.0
2025-10-30,65681.02974320987,19023.31487654321,18130.102783333332,1.3216094885137863e-12,40993.324549515804,8550.0,5526.424740740741
2025-10-31,32773.80310205761,16198.726502057609,13208.782266666667,5879.566800000006,17433.395098515142,5526.424740740741,5428.853851851852
2025-11-01,36172.56106666667,19666.666666666664,13120.968466666669,7082.824433333335,18690.781231461664,5428.853851851852,8550.000000000002
2025-11-02,73166.01238168725,22998.044465020575,18628.416016666662,2.3874235921539366e-12,45055.471962479634,8550.000000000002,8550.000000000004
2025-11-03,73764.58042181071,22419.211255144033,18159.561116666668,6.366462912410498e-12,45000.13976422675,8550.000000000004,8550.0
2025-11-04,71839.04099444444,22415.626111111105,18156.65715,1.7195134205394424e-12,44266.283920654445,8550.0,8550.0
2025-11-05,74099.82179958848,23272.640699588475,18850.838966666666,1.2256862191861728e-12,45489.377835420004,8550.0,8550.000000000002
2025-11-06,73453.42133374486,20773.492633744856,18689.65585,2.3874235921539366e-12,45780.804305485224,8550.000000000002,6479.859092592592
2025-11-07,33086.07209526749,16627.28273662551,14087.008183333335,7227.335758641978,17463.32204519675,6479.859092592592,5792.182240740742
2025-11-08,36113.82481666667,19666.666666666668,13447.964016666667,6103.915066666667,18750.886302220002,5792.182240740742,8550.000000000002
2025-11-09,75922.22695349794,24081.104053497944,19505.69428333333,2.7355895326763857e-12,46818.68707886614,8550.000000000002,8550.0
2025-11-10,78309.84198108024,23428.41516358025,18977.0162825,4.547473508864641e-13,48552.28955150928,8550.0,8550.0
2025-11-11,76031.39607466667,23538.8232,19066.446792,5.684341886080801e-13,47002.058204115005,8550.0,8550.0
2025-11-12,75404.29284266666,23412.13206666667,18963.826974,4.547473508864641e-13,46827.6900163276,8550.0,8550.0
2025-11-13,74208.53867798354,21120.857427983537,19308.190066666666,9.734435479913373e-13,46311.58232358041,8550.0,6105.2271666666675
2025-11-14,34398.480630658436,17349.117880658436,13729.704450000001,3180.6119000000026,18318.161376480843,6105.2271666666675,6464.206092592596
2025-11-15,36805.35623333333,19703.025596707816,14082.236216666666,2972.67993662552,19248.704502616667,6464.206092592596,8550.0
2025-11-16,78900.25152208848,23503.721782921813,19038.014644166666,2.2737367544323206e-13,49235.80477621518,8550.0,8550.0
2025-11-17,77129.67950716667,23336.448283333335,18902.523109499998,3.410605131648481e-13,47844.61642867905,8550.0,8550.0
2025-11-18,79453.66913518519,24016.406851851854,19453.289549999998,9.237055564881302e-13,49153.74020558334,8550.0,8550.000000000002
2025-11-19,79847.00329641564,23572.061560082304,19093.369863666663,4.1810999107383395e-12,49827.22617435047,8550.000000000002,8550.000000000002
2025-11-20,77194.28990293416,21873.613611934157,19472.39974233333,2.5011104298755527e-12,48407.83652807873,8550.000000000002,6600.252537037037
2025-11-21,35282.30297469136,17879.326024485596,14205.390616666666,2743.983500205764,18660.10590087247,6600.252537037037,6907.878607222224
2025-11-22,37349.85506666666,19670.27235,14455.01135,1914.7645833333356,19642.837884203334,6907.878607222224,8550.0
2025-11-23,79725.70255244445,23650.559311111112,19156.953042,1.1368683772161603e-13,49797.44338101276,8550.0,8550.0
2025-11-24,78737.07737225103,24079.65090658436,19504.517234333332,2.7711166694643907e-13,48883.62311240184,8550.0,8550.000000000002
2025-11-25,80628.29214841564,23471.745693415633,19012.114011666665,4.916955731459893e-12,50221.7917282204,8550.000000000002,8550.0
2025-11-26,81307.97108559671,23948.969485596706,19398.665283333332,1.1368683772161603e-13,50697.15370699848,8550.0,8550.0
2025-11-27,78788.53060971605,22459.917682716048,19452.279806333332,2.589928271845565e-12,49434.86591710624,8550.0,7150.281685185187
2025-11-28,36476.4429,19000.0,14670.253516666668,1225.457866666667,19350.732589275,7150.281685185187,7950.0
2025-11-29,39069.41927283951,18947.206172839502,14807.237,7.958078640513122e-13,20354.315728494566,7950.0,8550.0
2025-11-30,84899.6296526749,24498.955452674898,19844.153916666663,3.410605131648481e-13,53199.238037889816,8550.0,8550.000000000004
2025-12-01,91052.17260493827,25017.078271604936,20263.8334,4.348521542851813e-12,57495.6392859555,8550.000000000004,8550.0
2025-12-02,93437.95195864198,25263.905308641977,20463.7633,9.094947017729282e-13,59340.5221787842,8550.0,8550.000000000002
2025-12-03,91881.0819,24833.333333333332,20114.999999999996,2.9558577807620168e-12,57696.30327307834,8550.000000000002,8550.0
2025-12-04,91526.18089362141,25026.16917695473,20271.19703333333,4.519051799434237e-12,57987.56823129436,8550.0,8550.0
2025-12-05,45220.630996090535,20573.701646090532,16664.698333333334,1.1617373729677638e-12,23514.60452494932,8550.0,8550.0
2025-12-06,47560.57861563787,20504.988415637865,16609.040616666665,4.547473508864641e-13,24667.08462555099,8550.0,8550.0
2025-12-07,92412.48599670782,25051.60393004115,20291.799183333333,2.6432189770275727e-12,58456.84210978634,8550.0,8550.0
2025-12-08,92613.92822757202,25087.984794238684,20321.267683333335,7.958078640513122e-13,58437.50098502276,8550.0,8550.0
2025-12-09,92205.77012510288,25354.293991769544,20536.97813333333,6.821210263296962e-13,58630.61603886084,8550.0,8550.000000000004
2025-12-10,93184.01588806584,25244.196954732506,20447.79953333333,4.320099833421409e-12,58716.59448116047,8550.000000000004,8550.000000000002
2025-12-11,90681.54966213992,24843.65769547325,20123.362733333335,4.787281682183675e-12,57223.98956198288,8550.000000000002,8550.0
2025-12-12,47589.63641460906,20395.910164609053,16520.687233333334,2.8421709430404007e-12,24618.666563207284,8550.0,8550.0
2025-12-13,47733.25902901235,20709.08234567901,16774.3567,1.1652900866465643e-12,24682.899465005925,8550.0,8550.0
2025-12-14,93617.91798415637,25469.453600823046,20630.257416666667,2.8421709430404007e-12,59402.060096630084,8550.0,8550.0
2025-12-15,94289.08756748971,25365.94526748971,20546.415666666668,1.0231815394945443e-12,59638.834013528416,8550.0,8550.0
2025-12-16,94166.1641234568,24989.856790123456,20241.784,7.958078640513122e-13,59690.89088024068,8550.0,8550.0
2025-12-17,92978.21357098766,25191.402654320987,20405.03615,8.526512829121202e-13,58592.837861273765,8550.0,8550.0
2025-12-18,92156.65276851851,25212.556851851852,20422.17105,6.821210263296962e-13,58554.52858298685,8550.0,8550.000000000002
2025-12-19,46836.75494423869,20675.59812757201,16747.23448333333,6.707523425575346e-12,24428.870186052965,8550.000000000002,8550.0
2025-12-20,46883.81865884774,21197.191625514406,17169.725216666666,6.821210263296962e-13,24318.84076873994,8550.0,8550.0
2025-12-21,93830.41855082304,25224.403600823047,20431.766916666664,1.1368683772161603e-12,59434.11917939175,8550.0,8550.000000000002
2025-12-22,93766.99477510288,25418.777325102878,20589.209633333336,2.9558577807620168e-12,59425.71360114251,8550.000000000002,8550.0
2025-12-23,92071.94951995884,25336.089403292175,20522.232416666666,4.547473508864641e-12,58161.59866914866,8550.0,8550.0
2025-12-24,92678.38945411523,25388.579670781895,20564.749533333335,6.821210263296962e-13,58815.860768105405,8550.0,8550.0
2025-12-25,92586.55843477366,25126.894218106998,20352.784316666668,7.389644451905042e-13,58521.34200987848,8550.0,8550.0
2025-12-26,47017.21464300412,21103.11689300412,17093.524683333333,9.725553695716371e-13,24335.27220237142,8550.0,8550.0
2025-12-27,47234.740836831275,20504.90405349794,16608.972283333333,1.7434942378713458e-12,24504.031180798826,8550.0,8550.000000000002
2025-12-28,91522.40456666666,24806.051666666666,20092.90185,2.2737367544323206e-12,57717.795369508334,8550.000000000002,8550.0
2025-12-29,92255.0307888889,24901.392222222217,20170.127699999997,2.3305801732931286e-12,58101.425002215554,8550.0,8550.000000000002
2025-12-30,90942.73593333333,24833.33333333333,20114.999999999996,4.433786671143025e-12,57409.61865091834,8550.000000000002,8550.0
2025-12-31,85284.61185473252,17122.046954732512,20483.858033333334,6.821210263296962e-13,55869.070123630474,8550.0,1200.0
