plan_date,daily_mean,daily_std,daily_min,daily_max,daily_range
2025-12-07,0.9105534722222218,0.3793666393757851,0.3926,1.6174,1.2247999999999999
2025-12-08,0.9080791666666662,0.37235621532848084,0.3445,1.6698,1.3253
2025-12-09,0.9062486111111112,0.384469749746704,0.3418,1.5404,1.1985999999999999
2025-12-10,0.9154895833333333,0.3820708145384158,0.3834,1.6143,1.2309
2025-12-11,0.8986902777777779,0.3783131698590623,0.3679,1.5835,1.2155999999999998
2025-12-12,0.7234888888888888,0.3316432900285903,0.2681,1.456,1.1879
2025-12-13,0.729351388888889,0.3305172368984103,0.3133,1.4166,1.1033
2025-12-14,0.9205277777777776,0.3869906321440919,0.3769,1.5687,1.1918
2025-12-15,0.9147097222222218,0.3797379133325313,0.3509,1.5558,1.2049
2025-12-16,0.9106020833333329,0.37974403961176245,0.3715,1.5512,1.1797
2025-12-17,0.9092326388888884,0.37304141374016175,0.3507,1.5634,1.2127
2025-12-18,0.9097986111111109,0.38211225390113357,0.3773,1.5699,1.1926
2025-12-19,0.7248104166666667,0.33058962260187263,0.2621,1.394,1.1319
2025-12-20,0.7187597222222222,0.32700059491099565,0.2632,1.3841,1.1209000000000002
2025-12-21,0.910207638888889,0.378077569950904,0.3905,1.5659,1.1754
2025-12-22,0.9190236111111114,0.3793500907960349,0.3709,1.5876,1.2167
2025-12-23,0.912579861111111,0.3759537106886116,0.3848,1.5836,1.1987999999999999
2025-12-24,0.9082694444444444,0.38022952210871885,0.3591,1.547,1.1879
2025-12-25,0.9116812500000007,0.37808922098287545,0.3601,1.6252,1.2651
2025-12-26,0.7234784722222226,0.3313670062037614,0.2502,1.4434,1.1932
2025-12-27,0.720261111111111,0.33785464085722644,0.2681,1.4076,1.1395
2025-12-28,0.9062263888888888,0.38091163308606524,0.3477,1.5651,1.2174
2025-12-29,0.9062729166666669,0.374156735432186,0.3684,1.5396,1.1712
2025-12-30,0.9005888888888889,0.3784991523752271,0.3684,1.5554,1.1869999999999998
2025-12-31,0.9098291666666665,0.381630758477317,0.3518,1.5632,1.2113999999999998
